opaque_id,model,model_id,condition,threshold,split,combined_i,source_file,source_i,request_id,provider,parser_status,parser_estimate
e_ee893e32fd07d252b260,qwen3.5-122b-a10b,qwen/qwen3.5-122b-a10b,below_good,41000000,extension,45,runs/moral_extension_qwen_pair/qwen3.5-122b-a10b/below_good_41000000.json,35,gen-1788062290-8eQ8uaUOqylrpopJEUNs,SiliconFlow,clear,35000000
e_f59e7fdd85ae2175f945,qwen3.5-122b-a10b,qwen/qwen3.5-122b-a10b,below_good,41000000,extension,46,runs/moral_extension_qwen_pair/qwen3.5-122b-a10b/below_good_41000000.json,36,gen-1788062020-cfHbruoyzSbvWjBDivjg,SiliconFlow,clear,38000000
e_631e156e18ff56a46957,qwen3.5-122b-a10b,qwen/qwen3.5-122b-a10b,below_good,41000000,extension,47,runs/moral_extension_qwen_pair/qwen3.5-122b-a10b/below_good_41000000.json,37,gen-1788062228-o5j4vylhDa4mF1LauKjR,DeepInfra,clear,39000000
e_a8da8263832d002660d3,qwen3.5-122b-a10b,qwen/qwen3.5-122b-a10b,below_good,41000000,extension,48,runs/moral_extension_qwen_pair/qwen3.5-122b-a10b/below_good_41000000.json,38,gen-1788062009-gNG21yFN26xtqV7AsfF2,SiliconFlow,clear,39600000
e_959527244532d8c32e7d,qwen3.5-122b-a10b,qwen/qwen3.5-122b-a10b,below_good,41000000,extension,49,runs/moral_extension_qwen_pair/qwen3.5-122b-a10b/below_good_41000000.json,39,gen-1788061996-gxK94nh2T3M23FIQe6QH,DeepInfra,clear,21000000
p_a33eafb7544e1f236cdd,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,pilot,0,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,0,gen-1788060143-abRonNVsDh8xeO1juZ2L,Together,clear,33000000
p_cfdbe0425938c339a24e,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,pilot,1,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,1,gen-1788060132-XrYqFtBpXOM2C6F4QLQS,Novita,clear,35000000
p_58b762815dbce4e78917,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,pilot,2,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,2,gen-1788060130-xrdurELuuQSh4TGq7bKz,Novita,ambiguous,
p_7a8e0a7b8420cf5928de,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,pilot,3,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,3,gen-1788060104-ssq7pLtnch3pLGCXcZ2j,Novita,clear,25000000
p_b19a84ce00ad1ff1a2f0,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,pilot,4,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,4,gen-1788060115-C4x0iT63eCP9OZodFE0l,Novita,clear,46000000
p_d82ea61d6f561837f9a8,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,pilot,5,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,5,gen-1788060130-qpyCOPe5F24yfH3r6BNl,Modal,clear,35100000
p_773b69134cc8ddb8953c,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,pilot,6,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,6,gen-1788060104-LYuDVb0TMdPk9URmCB8e,Modal,ambiguous,
p_54b78498ce9f07c6af5d,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,pilot,7,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,7,gen-1788060104-9FVS81rg3mJNphvgFhRA,SiliconFlow,clear,35000000
p_4a78cfbb321a3cccb97c,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,pilot,8,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,8,gen-1788060105-0gWoAx9ObguyiOiCGIgv,Together,clear,35000000
p_86a19a727c94c1c3219b,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,pilot,9,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,9,gen-1788060104-0JTX1dM2g7V9edc7EbiL,SiliconFlow,clear,48000000
e_3e78b5939e3d7208e23c,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,10,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,0,gen-1788061990-1VkdeRwTJAnItwWmt9LM,Modal,clear,14000000
e_4f1d25b41b52e6bb38c6,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,11,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,1,gen-1788062104-Hu8zj8iY1uiHQVlqPyi7,Modal,clear,29000000
e_3f6d6740739c973c98a9,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,12,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,2,gen-1788062109-DjI7C4TVa1Y1zaa4MbFK,Modal,ambiguous,
e_20c04d82e7dba8f16c2e,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,13,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,3,gen-1788061946-M161OfrSj86XSFcMvSgP,Together,clear,58500000
e_491d9a8515a0fba0f25c,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,14,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,4,gen-1788062105-MS12kLe9enXSqmoAnWDD,Modal,clear,30000000
e_dd4036ab5133ac48256a,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,15,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,5,gen-1788062079-MTrABOgPUr8RTNjECDTy,Modal,clear,30000000
e_0e0465b7497b8be84af2,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,16,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,6,gen-1788062028-CgioriknP8tAWY24jSVQ,Modal,clear,25000000
e_08dd8d931906c5fb1dac,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,17,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,7,gen-1788061946-oyRDJ1KzOK3bdO9ziuln,Together,clear,29000000
e_8d5dc5d435db6e432779,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,18,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,8,gen-1788061946-w9Ez06ZlKWvAtqci6gjv,SiliconFlow,clear,163800000
e_8dd7672344d2b5daa9b6,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,19,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,9,gen-1788062136-vOmuQ2xtAiDIZ1pgEsdE,Modal,ambiguous,
e_dec2bf02ec87bb53e155,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,20,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,10,gen-1788062130-u995dHpPTb8HRsmJTVdJ,Modal,clear,32000000
e_1be511141f8797474953,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,21,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,11,gen-1788062050-W3bOWcLl5ppvDFMKVKY5,Modal,clear,27000000
e_3df2416624e66cf1efe0,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,22,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,12,gen-1788062103-Eq8zAcUJHODzUbk96Rj8,Modal,clear,23400000
e_e98f9deeacbf8d21c6b9,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,23,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,13,gen-1788062016-AG01S5JxU9Iqhph7f8Z2,Modal,clear,35100000
e_9063da6db219d1968d98,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,24,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,14,gen-1788061999-Gb91WTx5Hg295p4IGJGb,Modal,ambiguous,
e_8f82412f27d41ce9a1f5,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,25,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,15,gen-1788061979-RONRfv2VRHAkvnAcmPlc,Modal,clear,35000000
e_8ab3ca7a400df946f68b,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,26,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,16,gen-1788062007-397lpqdFmuvTNHfWQJsq,Modal,clear,29000000
e_d838b2214ef639367f56,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,27,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,17,gen-1788062006-bCR5urBYNirsZA3KI3jJ,Modal,ambiguous,
e_9dcd029674956cfd56f6,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,28,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,18,gen-1788062064-VJfSFqMGk1fbSAUhLXYm,Modal,clear,32000000
e_d2e7e86652c22ccfc9d9,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,29,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,19,gen-1788061979-Pd3wPpOAFxyYtDpJszxo,Modal,clear,35100000
e_677e1423902e2d69315a,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,30,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,20,gen-1788061975-ryNonH6w0qUFMq8UeE1N,Modal,ambiguous,
e_d53860dc42c2bf81655d,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,31,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,21,gen-1788062020-IkIoho1E56MZOdyxVVUH,Modal,ambiguous,
e_904dfd20fb5ec23fb9c0,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,32,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,22,gen-1788061963-jnuU2HdcpW2ZXiC0KTdg,Modal,ambiguous,
e_e35c1fac0e6846a7492c,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,33,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,23,gen-1788062069-j3nT7X8dO3YiNQ0YMDac,Modal,clear,23000000
e_1ca730427b9301c59dc7,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,34,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,24,gen-1788061994-MrJPZvXdvRZs9o0XiOJM,Modal,clear,29500000
e_f00dcff147a7e4427bf8,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,35,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,25,gen-1788062016-mmybXnpskJw5gYDsDq1L,Modal,clear,35000000
e_cbf3b484b19377bf560b,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,36,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,26,gen-1788062081-DN3ldQPBuHCxUoeZ059D,Modal,clear,29500000
e_d19ea278131325382ea7,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,37,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,27,gen-1788062119-x3SioTXbXK74D72qORaN,Modal,ambiguous,
e_df91ba236b9f1ff7f25c,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,38,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,28,gen-1788062037-8lp6wimIDXHJAKppvcZ8,Modal,clear,24000000
e_5f9711e381e71e583b48,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,39,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,29,gen-1788062008-t0kEjCLYtctZaKqarK48,Modal,clear,37500000
e_4b2fab9cc74e09e744f9,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,40,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,30,gen-1788062015-w9hNOXLpWVtVcFlVbFpZ,Modal,clear,23600000
e_53e6810c7ffffce2a2d0,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,41,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,31,gen-1788062119-CNFsol8AunQ3pue5CXcY,Modal,clear,35000000
e_b0e17b2ec65bf905d464,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,42,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,32,gen-1788061946-cSGoRZzCgarSWhxoZuic,SiliconFlow,clear,38400000
e_fb056d4d8f8c0959ed0f,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,43,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,33,gen-1788061946-zyhEjLIEDz17cKOrgAQK,Modal,clear,36000000
e_fe500d498d7c5549ec9a,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,44,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,34,gen-1788062106-TL3GTxisDTRUawyxIgvt,Modal,clear,24000000
e_f823cc22a974956cb059,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,45,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,35,gen-1788062039-7hNQUVvJGIjJmLuRBEzL,Modal,ambiguous,
e_b9552760badb2dcea5da,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,46,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,36,gen-1788062135-bReOo4vI8I42lVIRamg5,Modal,clear,22000000
e_bd2f9904c8bc0bf1fdc4,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,47,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,37,gen-1788062116-nTc4m7Uk8RCXAthbBnkH,Modal,clear,65000000
e_043d8e901da1b0ca6967,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,48,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,38,gen-1788062004-kaSSAHfVWCOQxWVrOEB1,Modal,clear,33000000
e_d4b64b96289d91fb7238,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,above_good,40000000,extension,49,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/above_good_40000000.json,39,gen-1788062082-4jT0sXQoWNqtGYVWJqgN,Modal,clear,18000000
p_d684a311efa03c1d18ed,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,pilot,0,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,0,gen-1788060104-1sdkwNrspF8BiI8xhK5k,SiliconFlow,clear,23000000
p_4bde05f8ca343f500ae4,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,pilot,1,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,1,gen-1788060129-d4dhe0ku4DglHa34JgRx,Modal,clear,28000000
p_f5d450088769cadc6b98,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,pilot,2,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,2,gen-1788060104-dUdCVtToh7TSURBtS3w8,DeepInfra,clear,23400000
p_6a89c2521d06f263efd7,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,pilot,3,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,3,gen-1788060104-FWSnNxLJV7nstd2enn5f,Modal,clear,23000000
p_42e17f3ab23eccf720c2,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,pilot,4,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,4,gen-1788060125-CxAq5gpfXwhRaBPEoPPj,Modal,clear,35000000
p_003c50c77c74d7610252,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,pilot,5,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,5,gen-1788060104-F6wBal8PWF0TbcE0SzN1,SiliconFlow,clear,14000000
p_c5207f5e2dfee4458315,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,pilot,6,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,6,gen-1788060115-wAqvDlVafSiCEuMRN4VD,Modal,clear,24000000
p_303339d3804392404cc1,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,pilot,7,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,7,gen-1788060104-ge3qTKTm00hDbYdemTxN,DeepInfra,clear,35000000
p_36d028ede9c5f25df9a4,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,pilot,8,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,8,gen-1788060143-6Y08UB9m3MYCMCW5r8Cz,Modal,clear,35000000
p_acde12305fb223e6ccf1,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,pilot,9,runs/moral_pilot_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,9,gen-1788060116-IHWhbkYM4uXE0sJJ1OyK,Modal,clear,30000000
e_bd9e131120e901eb8397,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,10,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,0,gen-1788062053-6Lpi6qFXLlnJfNyGAEVp,Modal,clear,38000000
e_930511159d12f395ab1f,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,11,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,1,gen-1788061960-uyjQv1vQkNR52XdCWyCJ,Modal,ambiguous,
e_6576a1201653e269d7f2,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,12,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,2,gen-1788061946-bGvYL7g5ZUMk3uC2dAEQ,Modal,clear,35000000
e_749bf2dd14da36b9033e,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,13,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,3,gen-1788062127-eD5Px8q10wNNEfYqlYQF,Modal,clear,29000000
e_bda89353ffb37e74db77,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,14,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,4,gen-1788061996-89YMNIZU1h6yHPkWIxTp,Modal,clear,29000000
e_f168fa7a3c220654f925,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,15,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,5,gen-1788062037-1f5rL1fBixkk4wE28LqB,Modal,clear,30000000
e_830a1116c2598cd64249,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,16,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,6,gen-1788061997-3y8OFuXNUinTdt5iEVIm,Modal,clear,23000000
e_26b6bca03ac52fec60da,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,17,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,7,gen-1788061964-CHDgObd522Tchq92Y4z7,Modal,clear,35000000
e_1817f09b279323897cae,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,18,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,8,gen-1788062131-7vG7blAE9oLi9YiKa8WV,Modal,clear,24000000
e_8791dda849c9b98b97e4,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,19,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,9,gen-1788062104-7zoaG3sYcE3rB5AwhwlQ,Modal,clear,24000000
e_3f6dedcf5a028b927ffe,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,20,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,10,gen-1788062085-KhKMrOj9iZ8aDkNPcjZK,Modal,clear,25000000
e_8dd4e8c162911aa275a4,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,21,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,11,gen-1788062146-f5Z1QIHTX986DksZuTRg,Modal,clear,35000000
e_fdf96644aea3afe909ca,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,22,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,12,gen-1788061946-zf3FxvxjUZVcyK2Iwu7a,Modal,clear,33000000
e_3752986e101e783a672d,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,23,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,13,gen-1788062031-KqJgi9vy9YI0ExenTS3G,Modal,clear,14000000
e_2eb9d25c5b588c9a5d83,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,24,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,14,gen-1788062038-x78qQr87j6mgGKlA0w3n,Modal,clear,14000000
e_337cbbcc134c1981b198,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,25,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,15,gen-1788062092-XlnxTuAFZf1XwkOYX6iN,Modal,clear,35000000
e_2cd3f6552069b93c8500,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,26,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,16,gen-1788061990-9S3kLa4k5WG6MOYg8NCc,Modal,clear,23400000
e_d89b787ca70b9c2c4d28,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,27,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,17,gen-1788062021-eMvtb0unfPRWfPci0n7J,Modal,clear,33000000
e_629b7e9ee07200f94049,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,28,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,18,gen-1788061946-3AeEqEyU89oBwCXrvc40,Modal,clear,35100000
e_04a8dddadc9fea15e1fa,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,29,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,19,gen-1788062002-MyraxunmX2aCjHS6Z86q,Modal,ambiguous,
e_2e220c430e063820e35c,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,30,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,20,gen-1788062059-xxKN4S5rFdL6GdivcWMO,Modal,clear,30000000
e_37757c3684f6b29ea8e1,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,31,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,21,gen-1788062042-LfqYBHgDLzBlLvZf6mkn,Modal,clear,29750000
e_fea21ccfc37d0645f7a4,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,32,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,22,gen-1788062085-1hw4ZFg9AuVlvsvkXB43,Modal,clear,23000000
e_cf8b38703fce7912b687,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,33,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,23,gen-1788062065-MlX3DfM5qo4VArfCVvDY,Modal,clear,29000000
e_3453033dbb18f5d95fe3,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,34,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,24,gen-1788062035-1CgIjAoflkLGwaDGE7YH,Modal,clear,29000000
e_a6ba1cbc5c319d0e2d0a,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,35,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,25,gen-1788061958-J7GwF8c3aYu6xZPwVrWz,Modal,clear,26000000
e_77e76d459a16b0e106de,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,36,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,26,gen-1788061946-MLZki7LLfOPfnu6LZ7Gg,Modal,clear,29000000
e_70f7d73feb2268ac2eca,qwen3p8-2p4t-a95b,qwen/qwen3.8-2.4t-a95b,below_good,40000000,extension,37,runs/moral_extension_qwen_pair/qwen3p8-2p4t-a95b/below_good_40000000.json,27,gen-1788061946-jyIJi5u91xavgAW7AXlT,Modal,clear,28000000
