trace_id,model_dir,condition,row_i,threshold
S0450,qwen3p8-2p4t-a95b_20260815_030703,above_good,76,39500000
S0451,inkling-small_20260815_192811,below_good,84,120000000
S0452,deepseek-v4-pro-0813_20260815_030703,below_good,52,30000000
S0453,deepseek-v4-pro-0813_20260815_030703,below_good,96,30000000
S0454,deepseek-v4-flash-0731_20260815_030703,above_good,50,23700000
S0455,qwen3p8-2p4t-a95b_20260815_030703,below_good,13,39500000
S0456,inkling-small_20260815_192811,below_good,48,120000000
S0457,minimax-m3_20260815_030703,below_good,75,50000000
S0458,inkling-small_20260815_192811,above_good,86,120000000
S0459,qwen3.5-122b-a10b_20260815_030702,above_good,72,41000000
S0460,glm-5p2_20260815_030703,above_good,75,20874000
S0461,claude-opus-4-7_20260815_042213,below_good,56,30000000
S0462,kimi-k3_20260815_030702,below_good,9,39600000
S0463,minimax-m3_20260815_030703,above_good,34,50000000
S0464,qwen3p8-2p4t-a95b_20260815_030703,above_good,17,39500000
S0465,deepseek-v4-flash-0731_20260815_030703,below_good,31,23700000
S0466,deepseek-v4-flash-0731_20260815_030703,below_good,20,23700000
S0467,inkling-small_20260815_192811,above_good,85,120000000
S0468,deepseek-v4-flash-0731_20260815_030703,below_good,74,23700000
S0469,kimi-k3_20260815_030702,above_good,99,39600000
S0470,minimax-m3_20260815_030703,above_good,82,50000000
S0471,inkling-small_20260815_192811,below_good,98,120000000
S0472,kimi-k3_20260815_030702,below_good,33,39600000
S0473,glm-5p2_20260815_030703,below_good,63,20874000
S0474,glm-5p2_20260815_030703,below_good,61,20874000
S0475,deepseek-v4-flash-0731_20260815_030703,below_good,13,23700000
S0476,kimi-k3_20260815_030702,above_good,91,39600000
S0477,minimax-m3_20260815_030703,above_good,53,50000000
S0478,qwen3p8-2p4t-a95b_20260815_030703,below_good,51,39500000
S0479,inkling_20260815_030703,above_good,50,40000000
S0480,inkling-small_20260815_192811,below_good,38,120000000
S0481,deepseek-v4-pro-0813_20260815_030703,below_good,4,30000000
S0482,inkling_20260815_030703,below_good,27,40000000
S0483,glm-5p2_20260815_030703,below_good,70,20874000
S0484,minimax-m3_20260815_030703,below_good,7,50000000
S0485,inkling_20260815_030703,below_good,22,40000000
S0486,inkling_20260815_030703,above_good,66,40000000
S0487,glm-5p2_20260815_030703,above_good,87,20874000
S0488,deepseek-v4-pro-0813_20260815_030703,below_good,32,30000000
S0489,deepseek-v4-pro-0813_20260815_030703,above_good,6,30000000
S0490,kimi-k3_20260815_030702,below_good,58,39600000
S0491,claude-opus-4-7_20260815_042213,below_good,44,30000000
S0492,glm-5p2_20260815_030703,below_good,34,20874000
S0493,minimax-m3_20260815_030703,below_good,66,50000000
S0494,inkling_20260815_030703,below_good,32,40000000
S0495,deepseek-v4-flash-0731_20260815_030703,above_good,83,23700000
S0496,minimax-m3_20260815_030703,below_good,49,50000000
S0497,deepseek-v4-flash-0731_20260815_030703,below_good,24,23700000
S0498,kimi-k3_20260815_030702,above_good,95,39600000
S0499,qwen3.5-122b-a10b_20260815_030702,above_good,59,41000000
S0500,glm-5p2_20260815_030703,below_good,30,20874000
S0501,inkling-small_20260815_192811,above_good,30,120000000
S0502,inkling-small_20260815_192811,below_good,71,120000000
S0503,claude-opus-4-7_20260815_042213,above_good,26,30000000
S0504,qwen3p8-2p4t-a95b_20260815_030703,below_good,78,39500000
S0505,inkling_20260815_030703,above_good,4,40000000
S0506,qwen3p8-2p4t-a95b_20260815_030703,below_good,66,39500000
S0507,inkling-small_20260815_192811,above_good,71,120000000
S0508,deepseek-v4-flash-0731_20260815_030703,below_good,57,23700000
S0509,inkling_20260815_030703,above_good,44,40000000
S0510,minimax-m3_20260815_030703,below_good,47,50000000
S0511,deepseek-v4-flash-0731_20260815_030703,above_good,90,23700000
S0512,deepseek-v4-flash-0731_20260815_030703,below_good,10,23700000
S0513,claude-opus-4-7_20260815_042213,below_good,30,30000000
S0514,inkling-small_20260815_192811,above_good,68,120000000
S0515,qwen3p8-2p4t-a95b_20260815_030703,above_good,66,39500000
S0516,claude-opus-4-7_20260815_042213,below_good,48,30000000
S0517,deepseek-v4-pro-0813_20260815_030703,below_good,33,30000000
S0518,inkling-small_20260815_192811,below_good,18,120000000
S0519,claude-opus-4-7_20260815_042213,above_good,37,30000000
S0520,qwen3.5-122b-a10b_20260815_030702,below_good,15,41000000
S0521,glm-5p2_20260815_030703,below_good,47,20874000
S0522,qwen3.5-122b-a10b_20260815_030702,above_good,65,41000000
S0523,qwen3p8-2p4t-a95b_20260815_030703,above_good,28,39500000
S0524,glm-5p2_20260815_030703,below_good,40,20874000
S0525,kimi-k3_20260815_030702,above_good,8,39600000
S0526,qwen3.5-122b-a10b_20260815_030702,below_good,91,41000000
S0527,inkling_20260815_030703,below_good,85,40000000
S0528,minimax-m3_20260815_030703,above_good,5,50000000
S0529,minimax-m3_20260815_030703,below_good,2,50000000
S0530,deepseek-v4-pro-0813_20260815_030703,below_good,7,30000000
S0531,claude-opus-4-7_20260815_042213,below_good,29,30000000
S0532,deepseek-v4-pro-0813_20260815_030703,above_good,41,30000000
S0533,glm-5p2_20260815_030703,below_good,27,20874000
S0534,qwen3.5-122b-a10b_20260815_030702,above_good,58,41000000
S0535,inkling-small_20260815_192811,above_good,15,120000000
S0536,inkling-small_20260815_192811,below_good,36,120000000
S0537,inkling-small_20260815_192811,above_good,66,120000000
S0538,qwen3.5-122b-a10b_20260815_030702,below_good,44,41000000
S0539,qwen3.5-122b-a10b_20260815_030702,below_good,30,41000000
S0540,kimi-k3_20260815_030702,below_good,62,39600000
S0541,inkling_20260815_030703,above_good,97,40000000
S0542,inkling_20260815_030703,below_good,93,40000000
S0543,kimi-k3_20260815_030702,above_good,71,39600000
S0544,kimi-k3_20260815_030702,above_good,32,39600000
S0545,inkling_20260815_030703,above_good,45,40000000
S0546,deepseek-v4-pro-0813_20260815_030703,below_good,85,30000000
S0547,glm-5p2_20260815_030703,below_good,87,20874000
S0548,deepseek-v4-flash-0731_20260815_030703,above_good,80,23700000
S0549,inkling_20260815_030703,below_good,63,40000000
S0550,inkling_20260815_030703,below_good,2,40000000
S0551,qwen3p8-2p4t-a95b_20260815_030703,above_good,59,39500000
S0552,qwen3.5-122b-a10b_20260815_030702,below_good,2,41000000
S0553,qwen3.5-122b-a10b_20260815_030702,above_good,19,41000000
S0554,qwen3.5-122b-a10b_20260815_030702,above_good,68,41000000
S0555,qwen3.5-122b-a10b_20260815_030702,below_good,16,41000000
S0556,deepseek-v4-flash-0731_20260815_030703,below_good,15,23700000
S0557,kimi-k3_20260815_030702,below_good,91,39600000
S0558,minimax-m3_20260815_030703,above_good,59,50000000
S0559,claude-opus-4-7_20260815_042213,above_good,22,30000000
S0560,minimax-m3_20260815_030703,below_good,57,50000000
S0561,qwen3p8-2p4t-a95b_20260815_030703,above_good,67,39500000
S0562,glm-5p2_20260815_030703,above_good,22,20874000
S0563,inkling_20260815_030703,above_good,49,40000000
S0564,inkling-small_20260815_192811,above_good,29,120000000
S0565,deepseek-v4-flash-0731_20260815_030703,below_good,50,23700000
S0566,qwen3.5-122b-a10b_20260815_030702,above_good,10,41000000
S0567,qwen3.5-122b-a10b_20260815_030702,above_good,85,41000000
S0568,qwen3.5-122b-a10b_20260815_030702,above_good,63,41000000
S0569,qwen3.5-122b-a10b_20260815_030702,below_good,64,41000000
S0570,qwen3p8-2p4t-a95b_20260815_030703,below_good,91,39500000
S0571,qwen3p8-2p4t-a95b_20260815_030703,above_good,14,39500000
S0572,deepseek-v4-flash-0731_20260815_030703,below_good,8,23700000
S0573,inkling_20260815_030703,below_good,46,40000000
S0574,kimi-k3_20260815_030702,above_good,46,39600000
S0575,inkling_20260815_030703,above_good,10,40000000
S0576,inkling-small_20260815_192811,below_good,80,120000000
S0577,inkling-small_20260815_192811,above_good,89,120000000
S0578,inkling_20260815_030703,above_good,79,40000000
S0579,kimi-k3_20260815_030702,above_good,96,39600000
S0580,qwen3p8-2p4t-a95b_20260815_030703,below_good,28,39500000
S0581,glm-5p2_20260815_030703,above_good,81,20874000
S0582,glm-5p2_20260815_030703,below_good,78,20874000
S0583,inkling_20260815_030703,above_good,81,40000000
S0584,minimax-m3_20260815_030703,below_good,43,50000000
S0585,deepseek-v4-pro-0813_20260815_030703,above_good,79,30000000
S0586,kimi-k3_20260815_030702,below_good,28,39600000
S0587,glm-5p2_20260815_030703,below_good,17,20874000
S0588,kimi-k3_20260815_030702,below_good,88,39600000
S0589,deepseek-v4-pro-0813_20260815_030703,above_good,37,30000000
S0590,claude-opus-4-7_20260815_042213,below_good,25,30000000
S0591,qwen3p8-2p4t-a95b_20260815_030703,below_good,35,39500000
S0592,minimax-m3_20260815_030703,below_good,98,50000000
S0593,claude-opus-4-7_20260815_042213,above_good,8,30000000
S0594,inkling_20260815_030703,above_good,11,40000000
S0595,inkling_20260815_030703,above_good,33,40000000
S0596,deepseek-v4-pro-0813_20260815_030703,above_good,48,30000000
S0597,minimax-m3_20260815_030703,below_good,95,50000000
S0598,kimi-k3_20260815_030702,above_good,56,39600000
S0599,deepseek-v4-pro-0813_20260815_030703,above_good,90,30000000
S0600,deepseek-v4-flash-0731_20260815_030703,above_good,9,23700000
S0601,qwen3p8-2p4t-a95b_20260815_030703,below_good,70,39500000
S0602,inkling-small_20260815_192811,below_good,90,120000000
S0603,deepseek-v4-flash-0731_20260815_030703,above_good,43,23700000
S0604,minimax-m3_20260815_030703,below_good,24,50000000
S0605,deepseek-v4-pro-0813_20260815_030703,below_good,60,30000000
S0606,inkling-small_20260815_192811,above_good,74,120000000
S0607,deepseek-v4-pro-0813_20260815_030703,below_good,23,30000000
S0608,qwen3p8-2p4t-a95b_20260815_030703,below_good,12,39500000
S0609,claude-opus-4-7_20260815_042213,above_good,87,30000000
S0610,glm-5p2_20260815_030703,above_good,65,20874000
S0611,inkling_20260815_030703,below_good,60,40000000
S0612,qwen3.5-122b-a10b_20260815_030702,below_good,29,41000000
S0613,qwen3p8-2p4t-a95b_20260815_030703,above_good,89,39500000
S0614,inkling-small_20260815_192811,above_good,90,120000000
S0615,kimi-k3_20260815_030702,above_good,4,39600000
S0616,deepseek-v4-flash-0731_20260815_030703,above_good,48,23700000
S0617,deepseek-v4-pro-0813_20260815_030703,above_good,23,30000000
S0618,claude-opus-4-7_20260815_042213,below_good,89,30000000
S0619,qwen3.5-122b-a10b_20260815_030702,below_good,66,41000000
S0620,qwen3p8-2p4t-a95b_20260815_030703,below_good,90,39500000
S0621,qwen3.5-122b-a10b_20260815_030702,above_good,26,41000000
S0622,inkling_20260815_030703,above_good,29,40000000
S0623,minimax-m3_20260815_030703,above_good,16,50000000
S0624,inkling_20260815_030703,below_good,72,40000000
S0625,inkling-small_20260815_192811,below_good,5,120000000
S0626,glm-5p2_20260815_030703,above_good,5,20874000
S0627,glm-5p2_20260815_030703,below_good,1,20874000
S0628,inkling-small_20260815_192811,below_good,53,120000000
S0629,deepseek-v4-pro-0813_20260815_030703,below_good,15,30000000
S0630,inkling-small_20260815_192811,below_good,49,120000000
S0631,minimax-m3_20260815_030703,above_good,55,50000000
S0632,deepseek-v4-flash-0731_20260815_030703,above_good,56,23700000
S0633,glm-5p2_20260815_030703,below_good,56,20874000
S0634,deepseek-v4-flash-0731_20260815_030703,above_good,14,23700000
S0635,deepseek-v4-pro-0813_20260815_030703,below_good,74,30000000
S0636,qwen3.5-122b-a10b_20260815_030702,above_good,21,41000000
S0637,minimax-m3_20260815_030703,below_good,96,50000000
S0638,deepseek-v4-pro-0813_20260815_030703,below_good,93,30000000
S0639,deepseek-v4-pro-0813_20260815_030703,above_good,78,30000000
S0640,inkling-small_20260815_192811,below_good,60,120000000
S0641,deepseek-v4-flash-0731_20260815_030703,below_good,64,23700000
S0642,minimax-m3_20260815_030703,above_good,12,50000000
S0643,inkling_20260815_030703,below_good,6,40000000
S0644,minimax-m3_20260815_030703,below_good,54,50000000
S0645,inkling_20260815_030703,above_good,12,40000000
S0646,minimax-m3_20260815_030703,below_good,10,50000000
S0647,inkling_20260815_030703,above_good,87,40000000
S0648,deepseek-v4-pro-0813_20260815_030703,below_good,62,30000000
S0649,glm-5p2_20260815_030703,below_good,59,20874000
S0650,deepseek-v4-flash-0731_20260815_030703,below_good,46,23700000
S0651,kimi-k3_20260815_030702,below_good,52,39600000
S0652,qwen3.5-122b-a10b_20260815_030702,above_good,47,41000000
S0653,minimax-m3_20260815_030703,below_good,22,50000000
S0654,inkling_20260815_030703,above_good,63,40000000
S0655,glm-5p2_20260815_030703,above_good,66,20874000
S0656,deepseek-v4-pro-0813_20260815_030703,above_good,75,30000000
S0657,claude-opus-4-7_20260815_042213,above_good,50,30000000
S0658,qwen3.5-122b-a10b_20260815_030702,above_good,50,41000000
S0659,claude-opus-4-7_20260815_042213,below_good,2,30000000
S0660,qwen3p8-2p4t-a95b_20260815_030703,above_good,73,39500000
S0661,deepseek-v4-pro-0813_20260815_030703,above_good,9,30000000
S0662,claude-opus-4-7_20260815_042213,below_good,40,30000000
S0663,qwen3.5-122b-a10b_20260815_030702,below_good,62,41000000
S0664,inkling_20260815_030703,below_good,62,40000000
S0665,qwen3p8-2p4t-a95b_20260815_030703,below_good,7,39500000
S0666,inkling_20260815_030703,above_good,6,40000000
S0667,inkling-small_20260815_192811,below_good,17,120000000
S0668,inkling_20260815_030703,above_good,16,40000000
S0669,qwen3.5-122b-a10b_20260815_030702,below_good,6,41000000
S0670,kimi-k3_20260815_030702,above_good,27,39600000
S0671,qwen3p8-2p4t-a95b_20260815_030703,above_good,84,39500000
S0672,inkling-small_20260815_192811,below_good,19,120000000
S0673,kimi-k3_20260815_030702,above_good,92,39600000
S0674,kimi-k3_20260815_030702,below_good,46,39600000
S0675,deepseek-v4-pro-0813_20260815_030703,above_good,69,30000000
S0676,deepseek-v4-flash-0731_20260815_030703,below_good,6,23700000
S0677,inkling-small_20260815_192811,below_good,28,120000000
S0678,claude-opus-4-7_20260815_042213,below_good,87,30000000
S0679,glm-5p2_20260815_030703,above_good,4,20874000
S0680,deepseek-v4-pro-0813_20260815_030703,above_good,3,30000000
S0681,claude-opus-4-7_20260815_042213,below_good,92,30000000
S0682,qwen3p8-2p4t-a95b_20260815_030703,above_good,49,39500000
S0683,deepseek-v4-flash-0731_20260815_030703,below_good,99,23700000
S0684,deepseek-v4-flash-0731_20260815_030703,below_good,43,23700000
S0685,minimax-m3_20260815_030703,above_good,20,50000000
S0686,claude-opus-4-7_20260815_042213,above_good,29,30000000
S0687,glm-5p2_20260815_030703,above_good,71,20874000
S0688,glm-5p2_20260815_030703,below_good,35,20874000
S0689,deepseek-v4-flash-0731_20260815_030703,above_good,79,23700000
S0690,kimi-k3_20260815_030702,below_good,71,39600000
S0691,qwen3.5-122b-a10b_20260815_030702,below_good,35,41000000
S0692,qwen3.5-122b-a10b_20260815_030702,above_good,14,41000000
S0693,qwen3.5-122b-a10b_20260815_030702,above_good,4,41000000
S0694,minimax-m3_20260815_030703,above_good,96,50000000
S0695,minimax-m3_20260815_030703,above_good,71,50000000
S0696,deepseek-v4-pro-0813_20260815_030703,below_good,53,30000000
S0697,inkling_20260815_030703,above_good,26,40000000
S0698,inkling_20260815_030703,below_good,73,40000000
S0699,kimi-k3_20260815_030702,above_good,45,39600000
S0700,inkling_20260815_030703,above_good,21,40000000
S0701,deepseek-v4-pro-0813_20260815_030703,above_good,18,30000000
S0702,inkling_20260815_030703,below_good,25,40000000
S0703,qwen3.5-122b-a10b_20260815_030702,below_good,84,41000000
S0704,deepseek-v4-flash-0731_20260815_030703,above_good,5,23700000
S0705,deepseek-v4-pro-0813_20260815_030703,above_good,54,30000000
S0706,deepseek-v4-flash-0731_20260815_030703,above_good,2,23700000
S0707,inkling_20260815_030703,above_good,27,40000000
S0708,claude-opus-4-7_20260815_042213,above_good,1,30000000
S0709,minimax-m3_20260815_030703,below_good,44,50000000
S0710,qwen3.5-122b-a10b_20260815_030702,below_good,9,41000000
S0711,qwen3.5-122b-a10b_20260815_030702,above_good,12,41000000
S0712,kimi-k3_20260815_030702,below_good,80,39600000
S0713,kimi-k3_20260815_030702,below_good,76,39600000
S0714,claude-opus-4-7_20260815_042213,below_good,9,30000000
S0715,inkling_20260815_030703,below_good,71,40000000
S0716,glm-5p2_20260815_030703,above_good,99,20874000
S0717,inkling_20260815_030703,above_good,56,40000000
S0718,deepseek-v4-flash-0731_20260815_030703,below_good,16,23700000
S0719,deepseek-v4-pro-0813_20260815_030703,above_good,30,30000000
S0720,minimax-m3_20260815_030703,above_good,19,50000000
S0721,deepseek-v4-flash-0731_20260815_030703,above_good,84,23700000
S0722,deepseek-v4-pro-0813_20260815_030703,above_good,11,30000000
S0723,minimax-m3_20260815_030703,below_good,31,50000000
S0724,minimax-m3_20260815_030703,above_good,97,50000000
S0725,qwen3p8-2p4t-a95b_20260815_030703,below_good,46,39500000
S0726,qwen3.5-122b-a10b_20260815_030702,above_good,17,41000000
S0727,claude-opus-4-7_20260815_042213,above_good,42,30000000
S0728,deepseek-v4-flash-0731_20260815_030703,above_good,34,23700000
S0729,inkling_20260815_030703,above_good,1,40000000
S0730,qwen3p8-2p4t-a95b_20260815_030703,above_good,23,39500000
S0731,glm-5p2_20260815_030703,above_good,94,20874000
S0732,glm-5p2_20260815_030703,below_good,28,20874000
S0733,glm-5p2_20260815_030703,above_good,35,20874000
S0734,glm-5p2_20260815_030703,below_good,38,20874000
S0735,claude-opus-4-7_20260815_042213,above_good,93,30000000
S0736,deepseek-v4-flash-0731_20260815_030703,below_good,14,23700000
S0737,qwen3.5-122b-a10b_20260815_030702,below_good,57,41000000
S0738,deepseek-v4-flash-0731_20260815_030703,below_good,77,23700000
S0739,qwen3.5-122b-a10b_20260815_030702,above_good,99,41000000
S0740,qwen3.5-122b-a10b_20260815_030702,above_good,3,41000000
S0741,qwen3p8-2p4t-a95b_20260815_030703,above_good,78,39500000
S0742,qwen3p8-2p4t-a95b_20260815_030703,above_good,5,39500000
S0743,inkling-small_20260815_192811,above_good,53,120000000
S0744,minimax-m3_20260815_030703,above_good,45,50000000
S0745,claude-opus-4-7_20260815_042213,below_good,49,30000000
S0746,minimax-m3_20260815_030703,below_good,46,50000000
S0747,kimi-k3_20260815_030702,above_good,11,39600000
S0748,kimi-k3_20260815_030702,above_good,36,39600000
S0749,qwen3.5-122b-a10b_20260815_030702,below_good,4,41000000
S0750,inkling_20260815_030703,below_good,30,40000000
S0751,minimax-m3_20260815_030703,below_good,73,50000000
S0752,qwen3.5-122b-a10b_20260815_030702,below_good,87,41000000
S0753,qwen3p8-2p4t-a95b_20260815_030703,below_good,96,39500000
S0754,minimax-m3_20260815_030703,below_good,93,50000000
S0755,qwen3.5-122b-a10b_20260815_030702,above_good,25,41000000
S0756,inkling-small_20260815_192811,above_good,51,120000000
S0757,qwen3p8-2p4t-a95b_20260815_030703,below_good,79,39500000
S0758,glm-5p2_20260815_030703,above_good,45,20874000
S0759,deepseek-v4-pro-0813_20260815_030703,above_good,53,30000000
S0760,kimi-k3_20260815_030702,above_good,33,39600000
S0761,claude-opus-4-7_20260815_042213,above_good,83,30000000
S0762,inkling_20260815_030703,above_good,78,40000000
S0763,qwen3.5-122b-a10b_20260815_030702,above_good,76,41000000
S0764,deepseek-v4-pro-0813_20260815_030703,below_good,65,30000000
S0765,qwen3p8-2p4t-a95b_20260815_030703,below_good,59,39500000
S0766,minimax-m3_20260815_030703,above_good,3,50000000
S0767,kimi-k3_20260815_030702,above_good,44,39600000
S0768,deepseek-v4-flash-0731_20260815_030703,above_good,19,23700000
S0769,deepseek-v4-flash-0731_20260815_030703,below_good,68,23700000
S0770,glm-5p2_20260815_030703,below_good,84,20874000
S0771,inkling-small_20260815_192811,below_good,76,120000000
S0772,inkling_20260815_030703,above_good,64,40000000
S0773,qwen3p8-2p4t-a95b_20260815_030703,below_good,56,39500000
S0774,claude-opus-4-7_20260815_042213,above_good,51,30000000
S0775,qwen3p8-2p4t-a95b_20260815_030703,below_good,9,39500000
S0776,inkling_20260815_030703,below_good,45,40000000
S0777,deepseek-v4-flash-0731_20260815_030703,below_good,56,23700000
S0778,qwen3.5-122b-a10b_20260815_030702,below_good,17,41000000
S0779,kimi-k3_20260815_030702,above_good,70,39600000
S0780,kimi-k3_20260815_030702,below_good,53,39600000
S0781,minimax-m3_20260815_030703,below_good,86,50000000
S0782,minimax-m3_20260815_030703,below_good,72,50000000
S0783,kimi-k3_20260815_030702,below_good,17,39600000
S0784,deepseek-v4-flash-0731_20260815_030703,below_good,18,23700000
S0785,qwen3.5-122b-a10b_20260815_030702,below_good,72,41000000
S0786,inkling_20260815_030703,below_good,36,40000000
S0787,deepseek-v4-flash-0731_20260815_030703,below_good,84,23700000
S0788,glm-5p2_20260815_030703,above_good,32,20874000
S0789,glm-5p2_20260815_030703,above_good,7,20874000
S0790,qwen3p8-2p4t-a95b_20260815_030703,below_good,97,39500000
S0791,claude-opus-4-7_20260815_042213,above_good,18,30000000
S0792,glm-5p2_20260815_030703,below_good,95,20874000
S0793,kimi-k3_20260815_030702,above_good,17,39600000
S0794,kimi-k3_20260815_030702,above_good,37,39600000
S0795,kimi-k3_20260815_030702,below_good,82,39600000
S0796,minimax-m3_20260815_030703,above_good,77,50000000
S0797,deepseek-v4-pro-0813_20260815_030703,above_good,4,30000000
S0798,inkling_20260815_030703,below_good,31,40000000
S0799,glm-5p2_20260815_030703,below_good,74,20874000
S0800,glm-5p2_20260815_030703,above_good,8,20874000
S0801,kimi-k3_20260815_030702,below_good,18,39600000
S0802,qwen3.5-122b-a10b_20260815_030702,above_good,82,41000000
S0803,glm-5p2_20260815_030703,below_good,9,20874000
S0804,inkling-small_20260815_192811,below_good,74,120000000
S0805,deepseek-v4-flash-0731_20260815_030703,above_good,8,23700000
S0806,inkling_20260815_030703,below_good,70,40000000
S0807,deepseek-v4-flash-0731_20260815_030703,below_good,58,23700000
S0808,qwen3p8-2p4t-a95b_20260815_030703,below_good,0,39500000
S0809,kimi-k3_20260815_030702,below_good,63,39600000
S0810,deepseek-v4-pro-0813_20260815_030703,below_good,11,30000000
S0811,minimax-m3_20260815_030703,above_good,62,50000000
S0812,minimax-m3_20260815_030703,below_good,40,50000000
S0813,deepseek-v4-pro-0813_20260815_030703,below_good,0,30000000
S0814,kimi-k3_20260815_030702,above_good,54,39600000
S0815,claude-opus-4-7_20260815_042213,above_good,90,30000000
S0816,glm-5p2_20260815_030703,above_good,11,20874000
S0817,minimax-m3_20260815_030703,below_good,14,50000000
S0818,minimax-m3_20260815_030703,below_good,12,50000000
S0819,deepseek-v4-pro-0813_20260815_030703,above_good,12,30000000
S0820,inkling-small_20260815_192811,below_good,99,120000000
S0821,deepseek-v4-pro-0813_20260815_030703,below_good,46,30000000
S0822,inkling_20260815_030703,above_good,23,40000000
S0823,qwen3p8-2p4t-a95b_20260815_030703,below_good,72,39500000
S0824,qwen3.5-122b-a10b_20260815_030702,above_good,45,41000000
S0825,claude-opus-4-7_20260815_042213,above_good,67,30000000
S0826,glm-5p2_20260815_030703,above_good,55,20874000
S0827,claude-opus-4-7_20260815_042213,below_good,60,30000000
S0828,minimax-m3_20260815_030703,below_good,76,50000000
S0829,inkling-small_20260815_192811,above_good,96,120000000
S0830,deepseek-v4-pro-0813_20260815_030703,above_good,8,30000000
S0831,qwen3.5-122b-a10b_20260815_030702,below_good,83,41000000
S0832,minimax-m3_20260815_030703,above_good,23,50000000
S0833,deepseek-v4-pro-0813_20260815_030703,above_good,24,30000000
S0834,deepseek-v4-flash-0731_20260815_030703,above_good,35,23700000
S0835,deepseek-v4-flash-0731_20260815_030703,above_good,67,23700000
S0836,claude-opus-4-7_20260815_042213,below_good,99,30000000
S0837,minimax-m3_20260815_030703,above_good,41,50000000
S0838,glm-5p2_20260815_030703,above_good,68,20874000
S0839,inkling_20260815_030703,below_good,87,40000000
S0840,inkling-small_20260815_192811,above_good,70,120000000
S0841,kimi-k3_20260815_030702,below_good,13,39600000
S0842,qwen3.5-122b-a10b_20260815_030702,below_good,58,41000000
S0843,minimax-m3_20260815_030703,above_good,76,50000000
S0844,inkling-small_20260815_192811,below_good,46,120000000
S0845,claude-opus-4-7_20260815_042213,above_good,33,30000000
S0846,deepseek-v4-pro-0813_20260815_030703,below_good,58,30000000
S0847,claude-opus-4-7_20260815_042213,below_good,71,30000000
S0848,deepseek-v4-pro-0813_20260815_030703,above_good,26,30000000
S0849,deepseek-v4-flash-0731_20260815_030703,below_good,81,23700000
S0850,inkling_20260815_030703,below_good,48,40000000
S0851,inkling_20260815_030703,below_good,66,40000000
S0852,kimi-k3_20260815_030702,above_good,40,39600000
S0853,glm-5p2_20260815_030703,below_good,26,20874000
S0854,glm-5p2_20260815_030703,below_good,5,20874000
S0855,claude-opus-4-7_20260815_042213,below_good,37,30000000
S0856,qwen3.5-122b-a10b_20260815_030702,above_good,31,41000000
S0857,qwen3.5-122b-a10b_20260815_030702,below_good,69,41000000
S0858,qwen3.5-122b-a10b_20260815_030702,below_good,34,41000000
S0859,deepseek-v4-flash-0731_20260815_030703,above_good,40,23700000
S0860,kimi-k3_20260815_030702,above_good,82,39600000
S0861,glm-5p2_20260815_030703,above_good,85,20874000
S0862,minimax-m3_20260815_030703,below_good,89,50000000
S0863,inkling_20260815_030703,below_good,39,40000000
S0864,qwen3p8-2p4t-a95b_20260815_030703,below_good,62,39500000
S0865,claude-opus-4-7_20260815_042213,below_good,51,30000000
S0866,qwen3.5-122b-a10b_20260815_030702,below_good,78,41000000
S0867,inkling-small_20260815_192811,below_good,59,120000000
S0868,qwen3.5-122b-a10b_20260815_030702,below_good,88,41000000
S0869,inkling_20260815_030703,below_good,5,40000000
S0870,glm-5p2_20260815_030703,above_good,29,20874000
S0871,qwen3.5-122b-a10b_20260815_030702,above_good,6,41000000
S0872,inkling-small_20260815_192811,above_good,81,120000000
S0873,qwen3.5-122b-a10b_20260815_030702,above_good,97,41000000
S0874,qwen3.5-122b-a10b_20260815_030702,below_good,92,41000000
S0875,qwen3.5-122b-a10b_20260815_030702,below_good,73,41000000
S0876,deepseek-v4-pro-0813_20260815_030703,below_good,84,30000000
S0877,deepseek-v4-pro-0813_20260815_030703,above_good,5,30000000
S0878,kimi-k3_20260815_030702,below_good,83,39600000
S0879,qwen3p8-2p4t-a95b_20260815_030703,above_good,69,39500000
S0880,inkling_20260815_030703,below_good,41,40000000
S0881,qwen3.5-122b-a10b_20260815_030702,below_good,37,41000000
S0882,minimax-m3_20260815_030703,below_good,42,50000000
S0883,inkling_20260815_030703,above_good,67,40000000
S0884,inkling-small_20260815_192811,above_good,48,120000000
S0885,minimax-m3_20260815_030703,above_good,50,50000000
S0886,claude-opus-4-7_20260815_042213,below_good,94,30000000
S0887,kimi-k3_20260815_030702,above_good,3,39600000
S0888,inkling-small_20260815_192811,below_good,10,120000000
S0889,kimi-k3_20260815_030702,below_good,55,39600000
S0890,minimax-m3_20260815_030703,above_good,37,50000000
S0891,minimax-m3_20260815_030703,above_good,54,50000000
S0892,inkling-small_20260815_192811,above_good,7,120000000
S0893,minimax-m3_20260815_030703,above_good,26,50000000
S0894,inkling-small_20260815_192811,below_good,81,120000000
S0895,kimi-k3_20260815_030702,below_good,99,39600000
S0896,claude-opus-4-7_20260815_042213,below_good,17,30000000
S0897,qwen3p8-2p4t-a95b_20260815_030703,above_good,95,39500000
S0898,glm-5p2_20260815_030703,below_good,73,20874000
S0899,kimi-k3_20260815_030702,below_good,79,39600000
S0900,glm-5p2_20260815_030703,below_good,15,20874000
S0901,qwen3p8-2p4t-a95b_20260815_030703,below_good,2,39500000
S0902,deepseek-v4-pro-0813_20260815_030703,above_good,27,30000000
S0903,deepseek-v4-flash-0731_20260815_030703,above_good,7,23700000
