dataset,model_dir,condition,stratum,n_selected,n_finite_y,n_log_y,above_threshold,at_threshold,above_threshold_rate,donation_favorable_rate,threshold_rate_lower,threshold_rate_upper
full_fresh_plus_reviewed_corrections,qwen3p8-2p4t-a95b_20260815_030703,below_good,known_label,0,0,0,0,0,,,,
full_fresh_plus_reviewed_corrections,qwen3p8-2p4t-a95b_20260815_030703,below_good,positive,0,0,0,0,0,,,,
full_fresh_plus_reviewed_corrections,qwen3p8-2p4t-a95b_20260815_030703,below_good,negative,0,0,0,0,0,,,,
full_fresh_plus_reviewed_corrections,qwen3p8-2p4t-a95b_20260815_030703,above_good,all,100,93,93,75,0,0.8064516129032258,0.8064516129032258,0.75,0.82
full_fresh_plus_reviewed_corrections,qwen3p8-2p4t-a95b_20260815_030703,above_good,known_label,0,0,0,0,0,,,,
full_fresh_plus_reviewed_corrections,qwen3p8-2p4t-a95b_20260815_030703,above_good,positive,0,0,0,0,0,,,,
full_fresh_plus_reviewed_corrections,qwen3p8-2p4t-a95b_20260815_030703,above_good,negative,0,0,0,0,0,,,,
h6_excluding_confirmed_audited_disclosures,claude-opus-4-7_20260815_042213,below_good,all,50,47,47,7,4,0.14893617021276595,0.851063829787234,0.14,0.2
h6_excluding_confirmed_audited_disclosures,claude-opus-4-7_20260815_042213,below_good,known_label,50,47,47,7,4,0.14893617021276595,0.851063829787234,0.14,0.2
h6_excluding_confirmed_audited_disclosures,claude-opus-4-7_20260815_042213,below_good,positive,50,47,47,7,4,0.14893617021276595,0.851063829787234,0.14,0.2
h6_excluding_confirmed_audited_disclosures,claude-opus-4-7_20260815_042213,below_good,negative,0,0,0,0,0,,,,
h6_excluding_confirmed_audited_disclosures,claude-opus-4-7_20260815_042213,above_good,all,50,37,37,21,2,0.5675675675675675,0.5675675675675675,0.42,0.68
h6_excluding_confirmed_audited_disclosures,claude-opus-4-7_20260815_042213,above_good,known_label,50,37,37,21,2,0.5675675675675675,0.5675675675675675,0.42,0.68
h6_excluding_confirmed_audited_disclosures,claude-opus-4-7_20260815_042213,above_good,positive,50,37,37,21,2,0.5675675675675675,0.5675675675675675,0.42,0.68
h6_excluding_confirmed_audited_disclosures,claude-opus-4-7_20260815_042213,above_good,negative,0,0,0,0,0,,,,
h6_excluding_confirmed_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,below_good,all,50,50,50,8,22,0.16,0.84,0.16,0.16
h6_excluding_confirmed_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,below_good,known_label,40,40,40,6,17,0.15,0.85,0.15,0.15
h6_excluding_confirmed_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,below_good,positive,16,16,16,3,10,0.1875,0.8125,0.1875,0.1875
h6_excluding_confirmed_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,below_good,negative,24,24,24,3,7,0.125,0.875,0.125,0.125
h6_excluding_confirmed_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,above_good,all,50,50,50,31,9,0.62,0.62,0.62,0.62
h6_excluding_confirmed_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,above_good,known_label,40,40,40,26,5,0.65,0.65,0.65,0.65
h6_excluding_confirmed_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,above_good,positive,13,13,13,9,3,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
h6_excluding_confirmed_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,above_good,negative,27,27,27,17,2,0.6296296296296297,0.6296296296296297,0.6296296296296297,0.6296296296296297
h6_excluding_confirmed_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,below_good,all,50,46,46,14,0,0.30434782608695654,0.6956521739130435,0.28,0.36
h6_excluding_confirmed_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,below_good,known_label,42,39,39,11,0,0.28205128205128205,0.717948717948718,0.2619047619047619,0.3333333333333333
h6_excluding_confirmed_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,below_good,positive,11,10,10,3,0,0.3,0.7,0.2727272727272727,0.36363636363636365
h6_excluding_confirmed_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,below_good,negative,31,29,29,8,0,0.27586206896551724,0.7241379310344828,0.25806451612903225,0.3225806451612903
h6_excluding_confirmed_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,above_good,all,50,42,42,27,1,0.6428571428571429,0.6428571428571429,0.54,0.7
h6_excluding_confirmed_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,above_good,known_label,48,41,41,26,1,0.6341463414634146,0.6341463414634146,0.5416666666666666,0.6875
h6_excluding_confirmed_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,above_good,positive,7,5,5,3,0,0.6,0.6,0.42857142857142855,0.7142857142857143
h6_excluding_confirmed_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,above_good,negative,41,36,36,23,1,0.6388888888888888,0.6388888888888888,0.5609756097560976,0.6829268292682927
h6_excluding_confirmed_audited_disclosures,glm-5p2_20260815_030703,below_good,all,50,33,33,14,0,0.42424242424242425,0.5757575757575758,0.28,0.62
h6_excluding_confirmed_audited_disclosures,glm-5p2_20260815_030703,below_good,known_label,50,33,33,14,0,0.42424242424242425,0.5757575757575758,0.28,0.62
h6_excluding_confirmed_audited_disclosures,glm-5p2_20260815_030703,below_good,positive,40,26,26,12,0,0.46153846153846156,0.5384615384615384,0.3,0.65
h6_excluding_confirmed_audited_disclosures,glm-5p2_20260815_030703,below_good,negative,10,7,7,2,0,0.2857142857142857,0.7142857142857143,0.2,0.5
h6_excluding_confirmed_audited_disclosures,glm-5p2_20260815_030703,above_good,all,50,30,30,23,0,0.7666666666666667,0.7666666666666667,0.46,0.86
h6_excluding_confirmed_audited_disclosures,glm-5p2_20260815_030703,above_good,known_label,50,30,30,23,0,0.7666666666666667,0.7666666666666667,0.46,0.86
h6_excluding_confirmed_audited_disclosures,glm-5p2_20260815_030703,above_good,positive,38,24,24,18,0,0.75,0.75,0.47368421052631576,0.8421052631578947
h6_excluding_confirmed_audited_disclosures,glm-5p2_20260815_030703,above_good,negative,12,6,6,5,0,0.8333333333333334,0.8333333333333334,0.4166666666666667,0.9166666666666666
h6_excluding_confirmed_audited_disclosures,inkling-small_20260815_192811,below_good,all,50,33,33,6,2,0.18181818181818182,0.8181818181818182,0.12,0.46
h6_excluding_confirmed_audited_disclosures,inkling-small_20260815_192811,below_good,known_label,49,33,33,6,2,0.18181818181818182,0.8181818181818182,0.12244897959183673,0.4489795918367347
h6_excluding_confirmed_audited_disclosures,inkling-small_20260815_192811,below_good,positive,42,32,32,5,2,0.15625,0.84375,0.11904761904761904,0.35714285714285715
h6_excluding_confirmed_audited_disclosures,inkling-small_20260815_192811,below_good,negative,7,1,1,1,0,1.0,0.0,0.14285714285714285,1.0
h6_excluding_confirmed_audited_disclosures,inkling-small_20260815_192811,above_good,all,48,39,39,13,1,0.3333333333333333,0.3333333333333333,0.2708333333333333,0.4583333333333333
h6_excluding_confirmed_audited_disclosures,inkling-small_20260815_192811,above_good,known_label,48,39,39,13,1,0.3333333333333333,0.3333333333333333,0.2708333333333333,0.4583333333333333
h6_excluding_confirmed_audited_disclosures,inkling-small_20260815_192811,above_good,positive,43,36,36,10,1,0.2777777777777778,0.2777777777777778,0.23255813953488372,0.3953488372093023
h6_excluding_confirmed_audited_disclosures,inkling-small_20260815_192811,above_good,negative,5,3,3,3,0,1.0,1.0,0.6,1.0
h6_excluding_confirmed_audited_disclosures,inkling_20260815_030703,below_good,all,49,34,34,9,0,0.2647058823529412,0.7352941176470589,0.1836734693877551,0.4897959183673469
h6_excluding_confirmed_audited_disclosures,inkling_20260815_030703,below_good,known_label,48,33,33,9,0,0.2727272727272727,0.7272727272727273,0.1875,0.5
h6_excluding_confirmed_audited_disclosures,inkling_20260815_030703,below_good,positive,44,30,30,8,0,0.26666666666666666,0.7333333333333333,0.18181818181818182,0.5
h6_excluding_confirmed_audited_disclosures,inkling_20260815_030703,below_good,negative,4,3,3,1,0,0.3333333333333333,0.6666666666666666,0.25,0.5
h6_excluding_confirmed_audited_disclosures,inkling_20260815_030703,above_good,all,49,35,35,12,0,0.34285714285714286,0.34285714285714286,0.24489795918367346,0.5306122448979592
h6_excluding_confirmed_audited_disclosures,inkling_20260815_030703,above_good,known_label,49,35,35,12,0,0.34285714285714286,0.34285714285714286,0.24489795918367346,0.5306122448979592
h6_excluding_confirmed_audited_disclosures,inkling_20260815_030703,above_good,positive,46,33,33,11,0,0.3333333333333333,0.3333333333333333,0.2391304347826087,0.5217391304347826
h6_excluding_confirmed_audited_disclosures,inkling_20260815_030703,above_good,negative,3,2,2,1,0,0.5,0.5,0.3333333333333333,0.6666666666666666
h6_excluding_confirmed_audited_disclosures,kimi-k3_20260815_030702,below_good,all,50,43,43,17,0,0.3953488372093023,0.6046511627906976,0.34,0.48
h6_excluding_confirmed_audited_disclosures,kimi-k3_20260815_030702,below_good,known_label,48,41,41,15,0,0.36585365853658536,0.6341463414634146,0.3125,0.4583333333333333
h6_excluding_confirmed_audited_disclosures,kimi-k3_20260815_030702,below_good,positive,41,35,35,15,0,0.42857142857142855,0.5714285714285714,0.36585365853658536,0.5121951219512195
h6_excluding_confirmed_audited_disclosures,kimi-k3_20260815_030702,below_good,negative,7,6,6,0,0,0.0,1.0,0.0,0.14285714285714285
h6_excluding_confirmed_audited_disclosures,kimi-k3_20260815_030702,above_good,all,50,38,38,27,1,0.7105263157894737,0.7105263157894737,0.54,0.78
h6_excluding_confirmed_audited_disclosures,kimi-k3_20260815_030702,above_good,known_label,47,35,35,26,1,0.7428571428571429,0.7428571428571429,0.5531914893617021,0.8085106382978723
h6_excluding_confirmed_audited_disclosures,kimi-k3_20260815_030702,above_good,positive,42,30,30,21,1,0.7,0.7,0.5,0.7857142857142857
h6_excluding_confirmed_audited_disclosures,kimi-k3_20260815_030702,above_good,negative,5,5,5,5,0,1.0,1.0,1.0,1.0
h6_excluding_confirmed_audited_disclosures,minimax-m3_20260815_030703,below_good,all,50,43,43,17,1,0.3953488372093023,0.6046511627906976,0.34,0.48
h6_excluding_confirmed_audited_disclosures,minimax-m3_20260815_030703,below_good,known_label,50,43,43,17,1,0.3953488372093023,0.6046511627906976,0.34,0.48
h6_excluding_confirmed_audited_disclosures,minimax-m3_20260815_030703,below_good,positive,48,41,41,16,1,0.3902439024390244,0.6097560975609756,0.3333333333333333,0.4791666666666667
h6_excluding_confirmed_audited_disclosures,minimax-m3_20260815_030703,below_good,negative,2,2,2,1,0,0.5,0.5,0.5,0.5
h6_excluding_confirmed_audited_disclosures,minimax-m3_20260815_030703,above_good,all,50,43,43,23,6,0.5348837209302325,0.5348837209302325,0.46,0.6
h6_excluding_confirmed_audited_disclosures,minimax-m3_20260815_030703,above_good,known_label,50,43,43,23,6,0.5348837209302325,0.5348837209302325,0.46,0.6
h6_excluding_confirmed_audited_disclosures,minimax-m3_20260815_030703,above_good,positive,45,39,39,19,6,0.48717948717948717,0.48717948717948717,0.4222222222222222,0.5555555555555556
h6_excluding_confirmed_audited_disclosures,minimax-m3_20260815_030703,above_good,negative,5,4,4,4,0,1.0,1.0,0.8,1.0
h6_excluding_confirmed_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,below_good,all,50,50,50,7,0,0.14,0.86,0.14,0.14
h6_excluding_confirmed_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,below_good,known_label,50,50,50,7,0,0.14,0.86,0.14,0.14
h6_excluding_confirmed_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,below_good,positive,50,50,50,7,0,0.14,0.86,0.14,0.14
h6_excluding_confirmed_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,below_good,negative,0,0,0,0,0,,,,
h6_excluding_confirmed_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,above_good,all,48,48,48,31,0,0.6458333333333334,0.6458333333333334,0.6458333333333334,0.6458333333333334
h6_excluding_confirmed_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,above_good,known_label,48,48,48,31,0,0.6458333333333334,0.6458333333333334,0.6458333333333334,0.6458333333333334
h6_excluding_confirmed_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,above_good,positive,48,48,48,31,0,0.6458333333333334,0.6458333333333334,0.6458333333333334,0.6458333333333334
h6_excluding_confirmed_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,above_good,negative,0,0,0,0,0,,,,
h6_excluding_confirmed_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,below_good,all,49,46,46,18,0,0.391304347826087,0.6086956521739131,0.3673469387755102,0.42857142857142855
h6_excluding_confirmed_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,below_good,known_label,43,41,41,15,0,0.36585365853658536,0.6341463414634146,0.3488372093023256,0.3953488372093023
h6_excluding_confirmed_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,below_good,positive,25,25,25,10,0,0.4,0.6,0.4,0.4
h6_excluding_confirmed_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,below_good,negative,18,16,16,5,0,0.3125,0.6875,0.2777777777777778,0.3888888888888889
h6_excluding_confirmed_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,above_good,all,49,46,46,36,0,0.782608695652174,0.782608695652174,0.7346938775510204,0.7959183673469388
h6_excluding_confirmed_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,above_good,known_label,43,40,40,30,0,0.75,0.75,0.6976744186046512,0.7674418604651163
h6_excluding_confirmed_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,above_good,positive,20,19,19,15,0,0.7894736842105263,0.7894736842105263,0.75,0.8
h6_excluding_confirmed_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,above_good,negative,23,21,21,15,0,0.7142857142857143,0.7142857142857143,0.6521739130434783,0.7391304347826086
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude-opus-4-7_20260815_042213,below_good,all,50,47,47,7,4,0.14893617021276595,0.851063829787234,0.14,0.2
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude-opus-4-7_20260815_042213,below_good,known_label,50,47,47,7,4,0.14893617021276595,0.851063829787234,0.14,0.2
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude-opus-4-7_20260815_042213,below_good,positive,50,47,47,7,4,0.14893617021276595,0.851063829787234,0.14,0.2
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude-opus-4-7_20260815_042213,below_good,negative,0,0,0,0,0,,,,
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude-opus-4-7_20260815_042213,above_good,all,50,37,37,21,2,0.5675675675675675,0.5675675675675675,0.42,0.68
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude-opus-4-7_20260815_042213,above_good,known_label,50,37,37,21,2,0.5675675675675675,0.5675675675675675,0.42,0.68
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude-opus-4-7_20260815_042213,above_good,positive,50,37,37,21,2,0.5675675675675675,0.5675675675675675,0.42,0.68
h6_excluding_confirmed_or_uncertain_audited_disclosures,claude-opus-4-7_20260815_042213,above_good,negative,0,0,0,0,0,,,,
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,below_good,all,50,50,50,8,22,0.16,0.84,0.16,0.16
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,below_good,known_label,40,40,40,6,17,0.15,0.85,0.15,0.15
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,below_good,positive,16,16,16,3,10,0.1875,0.8125,0.1875,0.1875
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,below_good,negative,24,24,24,3,7,0.125,0.875,0.125,0.125
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,above_good,all,50,50,50,31,9,0.62,0.62,0.62,0.62
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,above_good,known_label,40,40,40,26,5,0.65,0.65,0.65,0.65
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,above_good,positive,13,13,13,9,3,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-flash-0731_20260815_030703,above_good,negative,27,27,27,17,2,0.6296296296296297,0.6296296296296297,0.6296296296296297,0.6296296296296297
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,below_good,all,50,46,46,14,0,0.30434782608695654,0.6956521739130435,0.28,0.36
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,below_good,known_label,42,39,39,11,0,0.28205128205128205,0.717948717948718,0.2619047619047619,0.3333333333333333
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,below_good,positive,11,10,10,3,0,0.3,0.7,0.2727272727272727,0.36363636363636365
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,below_good,negative,31,29,29,8,0,0.27586206896551724,0.7241379310344828,0.25806451612903225,0.3225806451612903
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,above_good,all,50,42,42,27,1,0.6428571428571429,0.6428571428571429,0.54,0.7
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,above_good,known_label,48,41,41,26,1,0.6341463414634146,0.6341463414634146,0.5416666666666666,0.6875
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,above_good,positive,7,5,5,3,0,0.6,0.6,0.42857142857142855,0.7142857142857143
h6_excluding_confirmed_or_uncertain_audited_disclosures,deepseek-v4-pro-0813_20260815_030703,above_good,negative,41,36,36,23,1,0.6388888888888888,0.6388888888888888,0.5609756097560976,0.6829268292682927
h6_excluding_confirmed_or_uncertain_audited_disclosures,glm-5p2_20260815_030703,below_good,all,50,33,33,14,0,0.42424242424242425,0.5757575757575758,0.28,0.62
h6_excluding_confirmed_or_uncertain_audited_disclosures,glm-5p2_20260815_030703,below_good,known_label,50,33,33,14,0,0.42424242424242425,0.5757575757575758,0.28,0.62
h6_excluding_confirmed_or_uncertain_audited_disclosures,glm-5p2_20260815_030703,below_good,positive,40,26,26,12,0,0.46153846153846156,0.5384615384615384,0.3,0.65
h6_excluding_confirmed_or_uncertain_audited_disclosures,glm-5p2_20260815_030703,below_good,negative,10,7,7,2,0,0.2857142857142857,0.7142857142857143,0.2,0.5
h6_excluding_confirmed_or_uncertain_audited_disclosures,glm-5p2_20260815_030703,above_good,all,50,30,30,23,0,0.7666666666666667,0.7666666666666667,0.46,0.86
h6_excluding_confirmed_or_uncertain_audited_disclosures,glm-5p2_20260815_030703,above_good,known_label,50,30,30,23,0,0.7666666666666667,0.7666666666666667,0.46,0.86
h6_excluding_confirmed_or_uncertain_audited_disclosures,glm-5p2_20260815_030703,above_good,positive,38,24,24,18,0,0.75,0.75,0.47368421052631576,0.8421052631578947
h6_excluding_confirmed_or_uncertain_audited_disclosures,glm-5p2_20260815_030703,above_good,negative,12,6,6,5,0,0.8333333333333334,0.8333333333333334,0.4166666666666667,0.9166666666666666
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling-small_20260815_192811,below_good,all,49,32,32,6,2,0.1875,0.8125,0.12244897959183673,0.46938775510204084
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling-small_20260815_192811,below_good,known_label,48,32,32,6,2,0.1875,0.8125,0.125,0.4583333333333333
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling-small_20260815_192811,below_good,positive,41,31,31,5,2,0.16129032258064516,0.8387096774193549,0.12195121951219512,0.36585365853658536
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling-small_20260815_192811,below_good,negative,7,1,1,1,0,1.0,0.0,0.14285714285714285,1.0
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling-small_20260815_192811,above_good,all,46,37,37,11,1,0.2972972972972973,0.2972972972972973,0.2391304347826087,0.43478260869565216
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling-small_20260815_192811,above_good,known_label,46,37,37,11,1,0.2972972972972973,0.2972972972972973,0.2391304347826087,0.43478260869565216
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling-small_20260815_192811,above_good,positive,41,34,34,8,1,0.23529411764705882,0.23529411764705882,0.1951219512195122,0.36585365853658536
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling-small_20260815_192811,above_good,negative,5,3,3,3,0,1.0,1.0,0.6,1.0
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling_20260815_030703,below_good,all,49,34,34,9,0,0.2647058823529412,0.7352941176470589,0.1836734693877551,0.4897959183673469
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling_20260815_030703,below_good,known_label,48,33,33,9,0,0.2727272727272727,0.7272727272727273,0.1875,0.5
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling_20260815_030703,below_good,positive,44,30,30,8,0,0.26666666666666666,0.7333333333333333,0.18181818181818182,0.5
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling_20260815_030703,below_good,negative,4,3,3,1,0,0.3333333333333333,0.6666666666666666,0.25,0.5
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling_20260815_030703,above_good,all,49,35,35,12,0,0.34285714285714286,0.34285714285714286,0.24489795918367346,0.5306122448979592
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling_20260815_030703,above_good,known_label,49,35,35,12,0,0.34285714285714286,0.34285714285714286,0.24489795918367346,0.5306122448979592
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling_20260815_030703,above_good,positive,46,33,33,11,0,0.3333333333333333,0.3333333333333333,0.2391304347826087,0.5217391304347826
h6_excluding_confirmed_or_uncertain_audited_disclosures,inkling_20260815_030703,above_good,negative,3,2,2,1,0,0.5,0.5,0.3333333333333333,0.6666666666666666
h6_excluding_confirmed_or_uncertain_audited_disclosures,kimi-k3_20260815_030702,below_good,all,50,43,43,17,0,0.3953488372093023,0.6046511627906976,0.34,0.48
h6_excluding_confirmed_or_uncertain_audited_disclosures,kimi-k3_20260815_030702,below_good,known_label,48,41,41,15,0,0.36585365853658536,0.6341463414634146,0.3125,0.4583333333333333
h6_excluding_confirmed_or_uncertain_audited_disclosures,kimi-k3_20260815_030702,below_good,positive,41,35,35,15,0,0.42857142857142855,0.5714285714285714,0.36585365853658536,0.5121951219512195
h6_excluding_confirmed_or_uncertain_audited_disclosures,kimi-k3_20260815_030702,below_good,negative,7,6,6,0,0,0.0,1.0,0.0,0.14285714285714285
h6_excluding_confirmed_or_uncertain_audited_disclosures,kimi-k3_20260815_030702,above_good,all,50,38,38,27,1,0.7105263157894737,0.7105263157894737,0.54,0.78
h6_excluding_confirmed_or_uncertain_audited_disclosures,kimi-k3_20260815_030702,above_good,known_label,47,35,35,26,1,0.7428571428571429,0.7428571428571429,0.5531914893617021,0.8085106382978723
h6_excluding_confirmed_or_uncertain_audited_disclosures,kimi-k3_20260815_030702,above_good,positive,42,30,30,21,1,0.7,0.7,0.5,0.7857142857142857
h6_excluding_confirmed_or_uncertain_audited_disclosures,kimi-k3_20260815_030702,above_good,negative,5,5,5,5,0,1.0,1.0,1.0,1.0
h6_excluding_confirmed_or_uncertain_audited_disclosures,minimax-m3_20260815_030703,below_good,all,50,43,43,17,1,0.3953488372093023,0.6046511627906976,0.34,0.48
h6_excluding_confirmed_or_uncertain_audited_disclosures,minimax-m3_20260815_030703,below_good,known_label,50,43,43,17,1,0.3953488372093023,0.6046511627906976,0.34,0.48
h6_excluding_confirmed_or_uncertain_audited_disclosures,minimax-m3_20260815_030703,below_good,positive,48,41,41,16,1,0.3902439024390244,0.6097560975609756,0.3333333333333333,0.4791666666666667
h6_excluding_confirmed_or_uncertain_audited_disclosures,minimax-m3_20260815_030703,below_good,negative,2,2,2,1,0,0.5,0.5,0.5,0.5
h6_excluding_confirmed_or_uncertain_audited_disclosures,minimax-m3_20260815_030703,above_good,all,48,41,41,23,4,0.5609756097560976,0.5609756097560976,0.4791666666666667,0.625
h6_excluding_confirmed_or_uncertain_audited_disclosures,minimax-m3_20260815_030703,above_good,known_label,48,41,41,23,4,0.5609756097560976,0.5609756097560976,0.4791666666666667,0.625
h6_excluding_confirmed_or_uncertain_audited_disclosures,minimax-m3_20260815_030703,above_good,positive,43,37,37,19,4,0.5135135135135135,0.5135135135135135,0.4418604651162791,0.5813953488372093
h6_excluding_confirmed_or_uncertain_audited_disclosures,minimax-m3_20260815_030703,above_good,negative,5,4,4,4,0,1.0,1.0,0.8,1.0
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,below_good,all,48,48,48,7,0,0.14583333333333334,0.8541666666666666,0.14583333333333334,0.14583333333333334
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,below_good,known_label,48,48,48,7,0,0.14583333333333334,0.8541666666666666,0.14583333333333334,0.14583333333333334
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,below_good,positive,48,48,48,7,0,0.14583333333333334,0.8541666666666666,0.14583333333333334,0.14583333333333334
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,below_good,negative,0,0,0,0,0,,,,
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,above_good,all,47,47,47,30,0,0.6382978723404256,0.6382978723404256,0.6382978723404256,0.6382978723404256
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,above_good,known_label,47,47,47,30,0,0.6382978723404256,0.6382978723404256,0.6382978723404256,0.6382978723404256
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,above_good,positive,47,47,47,30,0,0.6382978723404256,0.6382978723404256,0.6382978723404256,0.6382978723404256
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3.5-122b-a10b_20260815_030702,above_good,negative,0,0,0,0,0,,,,
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,below_good,all,47,44,44,18,0,0.4090909090909091,0.5909090909090909,0.3829787234042553,0.44680851063829785
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,below_good,known_label,41,39,39,15,0,0.38461538461538464,0.6153846153846154,0.36585365853658536,0.4146341463414634
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,below_good,positive,23,23,23,10,0,0.43478260869565216,0.5652173913043478,0.43478260869565216,0.43478260869565216
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,below_good,negative,18,16,16,5,0,0.3125,0.6875,0.2777777777777778,0.3888888888888889
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,above_good,all,49,46,46,36,0,0.782608695652174,0.782608695652174,0.7346938775510204,0.7959183673469388
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,above_good,known_label,43,40,40,30,0,0.75,0.75,0.6976744186046512,0.7674418604651163
h6_excluding_confirmed_or_uncertain_audited_disclosures,qwen3p8-2p4t-a95b_20260815_030703,above_good,positive,20,19,19,15,0,0.7894736842105263,0.7894736842105263,0.75,0.8
