blinded_id,source_file,row_i,split,model,condition,anchor,provider
b_9264a037831f1152e319,qwen3.5-122b-a10b/neutral_boundary_85000000.json,10,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita
b_3176bbe61b36f7fb8519,qwen3.5-122b-a10b/neutral_boundary_85000000.json,11,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_0022b8061909ce08adc2,qwen3.5-122b-a10b/neutral_boundary_85000000.json,12,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita
b_04714ba3471dd3fea298,qwen3.5-122b-a10b/neutral_boundary_85000000.json,13,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_afab6e8ec2945bccafee,qwen3.5-122b-a10b/neutral_boundary_85000000.json,14,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_441dbc21f93cac8a0a11,qwen3.5-122b-a10b/neutral_boundary_85000000.json,15,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita
b_fd7aecd50370a40edf5d,qwen3.5-122b-a10b/neutral_boundary_85000000.json,16,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra
b_c9b0833539246fd17d6f,qwen3.5-122b-a10b/neutral_boundary_85000000.json,17,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra
b_54958676795003af165e,qwen3.5-122b-a10b/neutral_boundary_85000000.json,18,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_b4ce1dc907632845f3da,qwen3.5-122b-a10b/neutral_boundary_85000000.json,19,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra
b_b96731747bfb77397b7b,qwen3.5-122b-a10b/neutral_boundary_85000000.json,20,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra
b_1afec9f624a5ef3bac6e,qwen3.5-122b-a10b/neutral_boundary_85000000.json,21,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita
b_9bd60bc1426b3ce3cd20,qwen3.5-122b-a10b/neutral_boundary_85000000.json,22,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_92e1ee5787b78a2d961c,qwen3.5-122b-a10b/neutral_boundary_85000000.json,23,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_c9c883539b1adc6e4393,qwen3.5-122b-a10b/neutral_boundary_85000000.json,24,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_de6114e4d46beaded47a,qwen3.5-122b-a10b/neutral_boundary_85000000.json,25,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_c499dba85162ecccfc7b,qwen3.5-122b-a10b/neutral_boundary_85000000.json,26,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra
b_0a4a24c10f4e7cbb4e1e,qwen3.5-122b-a10b/neutral_boundary_85000000.json,27,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_13e47c087662e3801cb4,qwen3.5-122b-a10b/neutral_boundary_85000000.json,28,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra
b_e7e72be70963441ceeee,qwen3.5-122b-a10b/neutral_boundary_85000000.json,29,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra
b_c884a958958dea64a481,qwen3.5-122b-a10b/neutral_boundary_85000000.json,30,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_675e3e787d286a909c25,qwen3.5-122b-a10b/neutral_boundary_85000000.json,31,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita
b_100c0bf06b3eefa270d5,qwen3.5-122b-a10b/neutral_boundary_85000000.json,32,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_8e265b02e3373331d85c,qwen3.5-122b-a10b/neutral_boundary_85000000.json,33,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra
b_26684fd04bcb928e50c2,qwen3.5-122b-a10b/neutral_boundary_85000000.json,34,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_c09c56522fcdb301e75a,qwen3.5-122b-a10b/neutral_boundary_85000000.json,35,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_8bf9e5bac69b53f3d5b9,qwen3.5-122b-a10b/neutral_boundary_85000000.json,36,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra
b_351262e7d1d7b5b77ccc,qwen3.5-122b-a10b/neutral_boundary_85000000.json,37,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_b2da1803c1ee9ec96bd9,qwen3.5-122b-a10b/neutral_boundary_85000000.json,38,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita
b_36c7a27c9b69d8d99a91,qwen3.5-122b-a10b/neutral_boundary_85000000.json,39,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_ada0c9efddfcdb6b3011,qwen3.5-122b-a10b/neutral_boundary_85000000.json,40,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_cdb7e105d048a88e9a15,qwen3.5-122b-a10b/neutral_boundary_85000000.json,41,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita
b_a2a3641475bbb038eb8f,qwen3.5-122b-a10b/neutral_boundary_85000000.json,42,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_fb684aeadb314a025d20,qwen3.5-122b-a10b/neutral_boundary_85000000.json,43,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_ed72a78e7018bb1fe55c,qwen3.5-122b-a10b/neutral_boundary_85000000.json,44,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_c1512403d8c9ac566793,qwen3.5-122b-a10b/neutral_boundary_85000000.json,45,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_7dd59d15c10cd093d3b7,qwen3.5-122b-a10b/neutral_boundary_85000000.json,46,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_b9a832ad0ec858e6a035,qwen3.5-122b-a10b/neutral_boundary_85000000.json,47,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra
b_255385c53ca5473f8c70,qwen3.5-122b-a10b/neutral_boundary_85000000.json,48,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow
b_d29af83d736cd2b6eca2,qwen3.5-122b-a10b/neutral_boundary_85000000.json,49,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita
b_4ad40e4c1c60723de5b8,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,0,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,DeepInfra
b_92b934072c3edb9523e3,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,1,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita
b_9961ab1daf4de3b6ad90,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,2,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,DeepInfra
b_f85789700c77ba28b5dc,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,3,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_9c106c21cb62685e865d,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,4,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita
b_0ae45fbb0aea4fbcb774,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,5,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_1a12eb420d360958bd41,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,6,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,SiliconFlow
b_e8b99e8fa1984d23b61c,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,7,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_670f9bcfdd94caa73a92,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,8,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_a9d1419c6e237df33f61,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,9,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita
b_c0f0445bb8a50f1c9ed7,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,10,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,DeepInfra
b_493022e84e431ae7b255,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,11,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Venice
b_aa87a500c8b45afca9b9,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,12,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita
b_3c35c182bf7358cb6723,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,13,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_44a40f7b64badda778df,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,14,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,DeepInfra
b_664836750dcf201ee30d,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,15,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita
b_ff3afb6aa29b2f0c7f72,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,16,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_8e73b7647635ddd6968e,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,17,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_1d81d95bd7b01bf8e9a7,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,18,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita
b_98309cd8179022eb18f3,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,19,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_037c2a780cc127bf28ed,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,20,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_748688d35b865f07569e,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,21,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_7caf65616ba2aedab6a3,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,22,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_619a238ed01ee3aaad93,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,23,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_281cb039c19e58ad38c3,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,24,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_0a011debab0055e48226,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,25,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_caba72e1206beefb85a9,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,26,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_70e3ccdead56f6c7284b,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,27,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_5d1043e27f853781d608,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,28,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_c019444c53a8e3581b3b,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,29,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_15d53b9b6bae2f27cc33,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,30,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_b771f3f6fda314df5e9e,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,31,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_871feb4dff487860eb6e,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,32,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_235f280c3e3f6cd63848,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,33,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_8a142cebc2b258d5b82c,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,34,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_42161755411e8bb7e148,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,35,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_94f1e75aefeb9425493d,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,36,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_1948360da15a8f53f7a4,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,37,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_ef3aa904f4fc4bae9937,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,38,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_f7a8e73de14acdd51ada,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,39,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_9dd266cd68dc29cf9903,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,40,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_95333a5f532aae4bdd7f,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,41,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_f079ec976629336976f5,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,42,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_0cff770c47b903f005f3,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,43,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_569e5332801733c15d4d,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,44,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_aeb47d199600de941e0a,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,45,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_d0d9b86430a5ae0c1b97,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,46,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_b5cf97a1972959fba787,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,47,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_cf6e3f6919de1e4a0f55,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,48,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_51777348aa8bf5f5afdf,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,49,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal
b_ea82e3728fc7e6a2a7e7,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,0,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,SiliconFlow
b_4aa062993b72dff5df4b,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,1,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Venice
b_e78008973c1b786186b0,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,2,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_302e569afc37646869c1,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,3,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,DeepInfra
b_8cd7e03d92dd8b3e11c7,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,4,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,SiliconFlow
b_aa42fd1566a94cb04bd3,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,5,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,SiliconFlow
b_f47f765bc2115aea036e,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,6,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Novita
b_477ac125d2ca2a4fc164,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,7,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Novita
b_36fd97108de704315ba3,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,8,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,SiliconFlow
b_9f0755a035b2c92b39ef,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,9,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,SiliconFlow
b_73ed8ccf292819885b74,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,10,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_a11aaf1c671098f709e1,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,11,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_663e7326a396c000947b,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,12,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Together
b_c6b2e56bacfe3ce8c2c1,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,13,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Novita
b_a57723cd1c0cb737b32d,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,14,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,DeepInfra
b_0e42ca6b20f82872be13,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,15,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Venice
b_50f3e2980d696e7cc719,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,16,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_c3c267a2c48e8e2f7e99,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,17,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,SiliconFlow
b_8d9b9c4818d779bf5736,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,18,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_d7ecdfbb9365a2c10dba,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,19,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_745e03c06422eb6919c2,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,20,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_8c9088052aedda5f04da,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,21,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_b3a706d33a15c9c70a36,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,22,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_19b4c8fb4f603daf825b,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,23,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_0a48afcf664bdc9263f1,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,24,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_069b6393fd745b53bc1a,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,25,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_b3bb60bc869ca27a58c5,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,26,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_2c77ad8361814123c573,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,27,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_135a34457913e0ef7a38,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,28,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_2550592cdf95b9867774,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,29,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_96d8ca59a741528d87b7,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,30,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_965425a18d8530d5436f,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,31,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_5dc455938555a0ee15fb,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,32,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_60c5749fa5a84d496db3,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,33,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_cfb7116f1eea66c90587,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,34,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_a57cbdc2c55b1e7581cf,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,35,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_5b390517a6d7c760c0ad,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,36,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_cec30da35178556030c5,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,37,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_653e71f70fd7f1c11e85,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,38,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_b1ba35e428b50a0dbbc9,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,39,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_c729002552e98ba0eaa7,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,40,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_697af41ba1befc3ea8c9,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,41,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_0594fdc37c30777b280c,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,42,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_d7a2830f941a8b075322,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,43,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_a6d77df87a5041ff6c9f,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,44,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_7838a8906bab4da76a73,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,45,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_b44ff7c4093ca318ba53,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,46,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_48a326bf096411beabd7,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,47,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_f9fbdf541c52d3606711,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,48,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_df18122e37b60061afb6,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,49,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal
b_5505f1e4bb8c87072e62,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,0,pilot,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Novita
b_5bc2fbc6c569ab13f328,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,1,pilot,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Novita
b_e7203ccee1b88d822df0,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,2,pilot,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,DeepInfra
b_e2c8123c517337d6bd3f,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,3,pilot,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Together
b_52d8357f304831220f21,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,4,pilot,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Venice
b_a63c7d2e08c14e811b45,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,5,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Venice
b_958834e988c96dcc6f89,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,6,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_138d3420cb8ddb51aaa8,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,7,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Together
b_0d362240f9f27621bff4,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,8,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,DeepInfra
b_7a5653603d1cb31072c1,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,9,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,SiliconFlow
b_089477661fdd1fc727b1,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,10,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,SiliconFlow
b_f701874c04f2a5e8079c,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,11,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,SiliconFlow
b_fadbb6189cef36095995,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,12,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,DeepInfra
b_df4e8bfe7b940a1e62d6,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,13,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Together
b_c227d1c3b268ca123015,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,14,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,DeepInfra
b_c886ee79c2cb5234d0cb,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,15,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_9b80eb95ce32b49bad81,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,16,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
b_4a39740511f34fece589,qwen3p8-2p4t-a95b/neutral_boundary_40000000.json,17,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,40000000,Modal
