blinded_id,source_file,row_i,split,model,condition,anchor,provider,parser_estimate,parser_status,final_estimate,final_status,measurement_source
b_f302d3500296117d9409,qwen3.5-122b-a10b/neutral_boundary_41000000.json,27,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,SiliconFlow,111000000,clear,111000000,clear,parser_confirmed
b_6b3db51bcc27584ccc4c,qwen3.5-122b-a10b/neutral_boundary_41000000.json,28,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,DeepInfra,47000000,clear,47000000,clear,parser_confirmed
b_2f6b4098149c83ddf460,qwen3.5-122b-a10b/neutral_boundary_41000000.json,29,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,Novita,,ambiguous,40920000,clear,blind_adjudication
b_78f6938769094462eee5,qwen3.5-122b-a10b/neutral_boundary_41000000.json,30,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,Novita,,ambiguous,40500000,clear,blind_adjudication
b_2cacd38d26ce776688d9,qwen3.5-122b-a10b/neutral_boundary_41000000.json,31,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,Novita,,ambiguous,37000000,clear,blind_adjudication
b_93a146447853a84813d8,qwen3.5-122b-a10b/neutral_boundary_41000000.json,32,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,SiliconFlow,32500000,clear,32500000,clear,parser_confirmed
b_199ef86f1823bc782483,qwen3.5-122b-a10b/neutral_boundary_41000000.json,33,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,SiliconFlow,200000000,clear,200000000,clear,parser_confirmed
b_d3d6f87c4478ed23de44,qwen3.5-122b-a10b/neutral_boundary_41000000.json,34,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,SiliconFlow,,ambiguous,38000000,clear,blind_adjudication
b_7c258d58acd894f46c60,qwen3.5-122b-a10b/neutral_boundary_41000000.json,35,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,Novita,,ambiguous,50000000,clear,blind_adjudication
b_a243e4f3a996e0e87272,qwen3.5-122b-a10b/neutral_boundary_41000000.json,36,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,SiliconFlow,35000000,clear,35000000,clear,parser_confirmed
b_0d3c195263f06623805f,qwen3.5-122b-a10b/neutral_boundary_41000000.json,37,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,DeepInfra,,ambiguous,53000000,clear,blind_adjudication
b_cd3d9f0c17c860bb95a9,qwen3.5-122b-a10b/neutral_boundary_41000000.json,38,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,DeepInfra,33000000,clear,33000000,clear,parser_confirmed
b_767a3101006fd8e0e008,qwen3.5-122b-a10b/neutral_boundary_41000000.json,39,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,SiliconFlow,39000000,clear,39000000,clear,parser_confirmed
b_b701005c4f2656a37ae2,qwen3.5-122b-a10b/neutral_boundary_41000000.json,40,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,DeepInfra,27500000,clear,27500000,clear,parser_confirmed
b_8b8dda66b0546f351736,qwen3.5-122b-a10b/neutral_boundary_41000000.json,41,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,DeepInfra,55000000,clear,55000000,clear,parser_confirmed
b_677ea50d0437e7331e2d,qwen3.5-122b-a10b/neutral_boundary_41000000.json,42,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,SiliconFlow,45000000,clear,45000000,clear,parser_confirmed
b_2b6304e0e8579515072d,qwen3.5-122b-a10b/neutral_boundary_41000000.json,43,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,DeepInfra,,ambiguous,45000000,clear,blind_adjudication
b_89e0780bfba9acb35d17,qwen3.5-122b-a10b/neutral_boundary_41000000.json,44,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,SiliconFlow,40000000,clear,40000000,clear,parser_confirmed
b_730c7137099c0bc0aa45,qwen3.5-122b-a10b/neutral_boundary_41000000.json,45,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,SiliconFlow,29250000,clear,29250000,clear,parser_confirmed
b_92bae2f8aaea1c1eeaf9,qwen3.5-122b-a10b/neutral_boundary_41000000.json,46,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,Novita,39000000,clear,39000000,clear,parser_confirmed
b_9623a632777d32166fbc,qwen3.5-122b-a10b/neutral_boundary_41000000.json,47,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,SiliconFlow,39500000,clear,39500000,clear,parser_confirmed
b_23e1bc894c3a8ed0288a,qwen3.5-122b-a10b/neutral_boundary_41000000.json,48,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,DeepInfra,,ambiguous,55200000,clear,blind_adjudication
b_6c2f72772f3459c16319,qwen3.5-122b-a10b/neutral_boundary_41000000.json,49,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,41000000,DeepInfra,39000000,clear,39000000,clear,parser_confirmed
b_e4f85d063285928eb94c,qwen3.5-122b-a10b/neutral_boundary_85000000.json,0,pilot,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,73000000,clear,73000000,clear,parser_confirmed
b_aa90a8efdab297818917,qwen3.5-122b-a10b/neutral_boundary_85000000.json,1,pilot,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,33000000,clear,33000000,clear,parser_confirmed
b_a36828d9285444dd58e2,qwen3.5-122b-a10b/neutral_boundary_85000000.json,2,pilot,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita,,ambiguous,51750000,clear,blind_adjudication
b_0937e0245565dfb78ac6,qwen3.5-122b-a10b/neutral_boundary_85000000.json,3,pilot,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,48000000,clear,48000000,clear,parser_confirmed
b_e05cccd47a6f2f51621f,qwen3.5-122b-a10b/neutral_boundary_85000000.json,4,pilot,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,100000,clear,30000000,clear,blind_adjudication
b_fc15e356ad225555c70b,qwen3.5-122b-a10b/neutral_boundary_85000000.json,5,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita,77400000,clear,77400000,clear,parser_confirmed
b_901bd4465727a033fffd,qwen3.5-122b-a10b/neutral_boundary_85000000.json,6,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,75000000,clear,75000000,clear,parser_confirmed
b_ee7949d83905997d62e2,qwen3.5-122b-a10b/neutral_boundary_85000000.json,7,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,28000000,clear,28000000,clear,parser_confirmed
b_7b4e757477952fbc70ad,qwen3.5-122b-a10b/neutral_boundary_85000000.json,8,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,65000000,clear,65000000,clear,parser_confirmed
b_440141c6ddfc0ff5a2d3,qwen3.5-122b-a10b/neutral_boundary_85000000.json,9,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,30000000,clear,30000000,clear,parser_confirmed
b_9264a037831f1152e319,qwen3.5-122b-a10b/neutral_boundary_85000000.json,10,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita,62000000,clear,62000000,clear,parser_confirmed
b_3176bbe61b36f7fb8519,qwen3.5-122b-a10b/neutral_boundary_85000000.json,11,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,58500000,clear,58500000,clear,parser_confirmed
b_0022b8061909ce08adc2,qwen3.5-122b-a10b/neutral_boundary_85000000.json,12,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita,63000000,clear,63000000,clear,parser_confirmed
b_04714ba3471dd3fea298,qwen3.5-122b-a10b/neutral_boundary_85000000.json,13,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,47000000,clear,47000000,clear,parser_confirmed
b_afab6e8ec2945bccafee,qwen3.5-122b-a10b/neutral_boundary_85000000.json,14,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,14000000,clear,14000000,clear,parser_confirmed
b_441dbc21f93cac8a0a11,qwen3.5-122b-a10b/neutral_boundary_85000000.json,15,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita,48500000,clear,48500000,clear,parser_confirmed
b_fd7aecd50370a40edf5d,qwen3.5-122b-a10b/neutral_boundary_85000000.json,16,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,100000000,clear,100000000,clear,parser_confirmed
b_c9b0833539246fd17d6f,qwen3.5-122b-a10b/neutral_boundary_85000000.json,17,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,68000000,clear,68000000,clear,parser_confirmed
b_54958676795003af165e,qwen3.5-122b-a10b/neutral_boundary_85000000.json,18,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,25000000,clear,25000000,clear,parser_confirmed
b_b4ce1dc907632845f3da,qwen3.5-122b-a10b/neutral_boundary_85000000.json,19,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,44500000,clear,44500000,clear,parser_confirmed
b_b96731747bfb77397b7b,qwen3.5-122b-a10b/neutral_boundary_85000000.json,20,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,,ambiguous,52000000,clear,blind_adjudication
b_1afec9f624a5ef3bac6e,qwen3.5-122b-a10b/neutral_boundary_85000000.json,21,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita,,ambiguous,40000000,clear,blind_adjudication
b_9bd60bc1426b3ce3cd20,qwen3.5-122b-a10b/neutral_boundary_85000000.json,22,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,30000000,clear,30000000,clear,parser_confirmed
b_92e1ee5787b78a2d961c,qwen3.5-122b-a10b/neutral_boundary_85000000.json,23,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,42000000,clear,42000000,clear,parser_confirmed
b_c9c883539b1adc6e4393,qwen3.5-122b-a10b/neutral_boundary_85000000.json,24,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,33000000,clear,33000000,clear,parser_confirmed
b_de6114e4d46beaded47a,qwen3.5-122b-a10b/neutral_boundary_85000000.json,25,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,51000000,clear,51000000,clear,parser_confirmed
b_c499dba85162ecccfc7b,qwen3.5-122b-a10b/neutral_boundary_85000000.json,26,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,76000000,clear,76000000,clear,parser_confirmed
b_0a4a24c10f4e7cbb4e1e,qwen3.5-122b-a10b/neutral_boundary_85000000.json,27,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,23400000,clear,23400000,clear,parser_confirmed
b_13e47c087662e3801cb4,qwen3.5-122b-a10b/neutral_boundary_85000000.json,28,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,30000000,clear,30000000,clear,parser_confirmed
b_e7e72be70963441ceeee,qwen3.5-122b-a10b/neutral_boundary_85000000.json,29,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,61000000,clear,61000000,clear,parser_confirmed
b_c884a958958dea64a481,qwen3.5-122b-a10b/neutral_boundary_85000000.json,30,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,52650000,clear,52000000,clear,blind_adjudication
b_675e3e787d286a909c25,qwen3.5-122b-a10b/neutral_boundary_85000000.json,31,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita,117000000,clear,117000000,clear,parser_confirmed
b_100c0bf06b3eefa270d5,qwen3.5-122b-a10b/neutral_boundary_85000000.json,32,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,25740000,clear,25740000,clear,parser_confirmed
b_8e265b02e3373331d85c,qwen3.5-122b-a10b/neutral_boundary_85000000.json,33,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,74000000,clear,74000000,clear,parser_confirmed
b_26684fd04bcb928e50c2,qwen3.5-122b-a10b/neutral_boundary_85000000.json,34,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,120000000,clear,120000000,clear,parser_confirmed
b_c09c56522fcdb301e75a,qwen3.5-122b-a10b/neutral_boundary_85000000.json,35,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,30000000,clear,30000000,clear,parser_confirmed
b_8bf9e5bac69b53f3d5b9,qwen3.5-122b-a10b/neutral_boundary_85000000.json,36,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,50000000,clear,50000000,clear,parser_confirmed
b_351262e7d1d7b5b77ccc,qwen3.5-122b-a10b/neutral_boundary_85000000.json,37,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,70000000,clear,70000000,clear,parser_confirmed
b_b2da1803c1ee9ec96bd9,qwen3.5-122b-a10b/neutral_boundary_85000000.json,38,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita,62500000,clear,62500000,clear,parser_confirmed
b_36c7a27c9b69d8d99a91,qwen3.5-122b-a10b/neutral_boundary_85000000.json,39,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,83500000,clear,83500000,clear,parser_confirmed
b_ada0c9efddfcdb6b3011,qwen3.5-122b-a10b/neutral_boundary_85000000.json,40,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,75000000,clear,75000000,clear,parser_confirmed
b_cdb7e105d048a88e9a15,qwen3.5-122b-a10b/neutral_boundary_85000000.json,41,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita,60000000,clear,60000000,clear,parser_confirmed
b_a2a3641475bbb038eb8f,qwen3.5-122b-a10b/neutral_boundary_85000000.json,42,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,60000000,clear,60000000,clear,parser_confirmed
b_fb684aeadb314a025d20,qwen3.5-122b-a10b/neutral_boundary_85000000.json,43,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,45000000,clear,45000000,clear,parser_confirmed
b_ed72a78e7018bb1fe55c,qwen3.5-122b-a10b/neutral_boundary_85000000.json,44,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,80000000,clear,80000000,clear,parser_confirmed
b_c1512403d8c9ac566793,qwen3.5-122b-a10b/neutral_boundary_85000000.json,45,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,40000000,clear,40000000,clear,parser_confirmed
b_7dd59d15c10cd093d3b7,qwen3.5-122b-a10b/neutral_boundary_85000000.json,46,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,53000000,clear,53000000,clear,parser_confirmed
b_b9a832ad0ec858e6a035,qwen3.5-122b-a10b/neutral_boundary_85000000.json,47,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,DeepInfra,66000000,clear,66000000,clear,parser_confirmed
b_255385c53ca5473f8c70,qwen3.5-122b-a10b/neutral_boundary_85000000.json,48,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,SiliconFlow,45000000,clear,45000000,clear,parser_confirmed
b_d29af83d736cd2b6eca2,qwen3.5-122b-a10b/neutral_boundary_85000000.json,49,holdout,qwen/qwen3.5-122b-a10b,neutral_boundary,85000000,Novita,21000000,clear,21000000,clear,parser_confirmed
b_4ad40e4c1c60723de5b8,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,0,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,DeepInfra,33000000,clear,33000000,clear,parser_confirmed
b_92b934072c3edb9523e3,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,1,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita,20000000,clear,20000000,clear,parser_confirmed
b_9961ab1daf4de3b6ad90,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,2,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,DeepInfra,0,clear,0,clear,parser_confirmed
b_f85789700c77ba28b5dc,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,3,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,29600000,clear,30000000,clear,blind_adjudication
b_9c106c21cb62685e865d,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,4,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita,29000000,clear,29000000,clear,parser_confirmed
b_0ae45fbb0aea4fbcb774,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,5,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,24000000,clear,24000000,clear,parser_confirmed
b_1a12eb420d360958bd41,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,6,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,SiliconFlow,33000000,clear,33000000,clear,parser_confirmed
b_e8b99e8fa1984d23b61c,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,7,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,23000000,clear,23000000,clear,parser_confirmed
b_670f9bcfdd94caa73a92,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,8,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,17500000,clear,17500000,clear,parser_confirmed
b_a9d1419c6e237df33f61,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,9,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita,30000000,clear,30000000,clear,parser_confirmed
b_c0f0445bb8a50f1c9ed7,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,10,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,DeepInfra,29600000,clear,29600000,clear,parser_confirmed
b_493022e84e431ae7b255,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,11,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Venice,60000000,clear,60000000,clear,parser_confirmed
b_aa87a500c8b45afca9b9,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,12,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita,23400000,clear,23400000,clear,parser_confirmed
b_3c35c182bf7358cb6723,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,13,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,23000000,clear,23000000,clear,parser_confirmed
b_44a40f7b64badda778df,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,14,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,DeepInfra,24000000,clear,24000000,clear,parser_confirmed
b_664836750dcf201ee30d,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,15,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita,23000000,clear,23000000,clear,parser_confirmed
b_ff3afb6aa29b2f0c7f72,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,16,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,35000000,clear,35000000,clear,parser_confirmed
b_8e73b7647635ddd6968e,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,17,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,36000000,clear,36000000,clear,parser_confirmed
b_1d81d95bd7b01bf8e9a7,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,18,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Novita,30000000,clear,30000000,clear,parser_confirmed
b_98309cd8179022eb18f3,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,19,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,20000000,clear,20000000,clear,parser_confirmed
b_037c2a780cc127bf28ed,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,20,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,,ambiguous,23000000,clear,blind_adjudication
b_748688d35b865f07569e,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,21,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,28000000,clear,28000000,clear,parser_confirmed
b_7caf65616ba2aedab6a3,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,22,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,23600000,clear,23600000,clear,parser_confirmed
b_619a238ed01ee3aaad93,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,23,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,29000000,clear,29000000,clear,parser_confirmed
b_281cb039c19e58ad38c3,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,24,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,35000000,clear,35000000,clear,parser_confirmed
b_0a011debab0055e48226,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,25,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,24000000,clear,24000000,clear,parser_confirmed
b_caba72e1206beefb85a9,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,26,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,23000000,clear,23000000,clear,parser_confirmed
b_70e3ccdead56f6c7284b,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,27,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,29000000,clear,29000000,clear,parser_confirmed
b_5d1043e27f853781d608,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,28,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,36000000,clear,36000000,clear,parser_confirmed
b_c019444c53a8e3581b3b,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,29,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,70000000,clear,70000000,clear,parser_confirmed
b_15d53b9b6bae2f27cc33,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,30,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,23500000,clear,23500000,clear,parser_confirmed
b_b771f3f6fda314df5e9e,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,31,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,33000000,clear,33000000,clear,parser_confirmed
b_871feb4dff487860eb6e,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,32,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,23000000,clear,23000000,clear,parser_confirmed
b_235f280c3e3f6cd63848,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,33,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,30000000,clear,30000000,clear,parser_confirmed
b_8a142cebc2b258d5b82c,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,34,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,27000000,clear,27000000,clear,parser_confirmed
b_42161755411e8bb7e148,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,35,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,23400000,clear,23400000,clear,parser_confirmed
b_94f1e75aefeb9425493d,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,36,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,29000000,clear,29000000,clear,parser_confirmed
b_1948360da15a8f53f7a4,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,37,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,30000000,clear,30000000,clear,parser_confirmed
b_ef3aa904f4fc4bae9937,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,38,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,30000000,clear,30000000,clear,parser_confirmed
b_f7a8e73de14acdd51ada,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,39,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,30000000,clear,30000000,clear,parser_confirmed
b_9dd266cd68dc29cf9903,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,40,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,23600000,clear,23600000,clear,parser_confirmed
b_95333a5f532aae4bdd7f,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,41,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,35000000,clear,35000000,clear,parser_confirmed
b_f079ec976629336976f5,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,42,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,30000000,clear,30000000,clear,parser_confirmed
b_0cff770c47b903f005f3,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,43,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,24000000,clear,24000000,clear,parser_confirmed
b_569e5332801733c15d4d,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,44,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,70000000,clear,70000000,clear,parser_confirmed
b_aeb47d199600de941e0a,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,45,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,23400000,clear,23400000,clear,parser_confirmed
b_d0d9b86430a5ae0c1b97,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,46,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,30000000,clear,30000000,clear,parser_confirmed
b_b5cf97a1972959fba787,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,47,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,23000000,clear,23000000,clear,parser_confirmed
b_cf6e3f6919de1e4a0f55,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,48,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,24000000,clear,24000000,clear,parser_confirmed
b_51777348aa8bf5f5afdf,qwen3p8-2p4t-a95b/irrelevant_number_40000000.json,49,holdout,qwen/qwen3.8-2.4t-a95b,irrelevant_number,40000000,Modal,23400000,clear,23400000,clear,parser_confirmed
b_ea82e3728fc7e6a2a7e7,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,0,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,SiliconFlow,25000000,clear,25000000,clear,parser_confirmed
b_4aa062993b72dff5df4b,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,1,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Venice,70000000,clear,70000000,clear,parser_confirmed
b_e78008973c1b786186b0,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,2,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,Modal,35000000,clear,35000000,clear,parser_confirmed
b_302e569afc37646869c1,qwen3p8-2p4t-a95b/irrelevant_number_80000000.json,3,pilot,qwen/qwen3.8-2.4t-a95b,irrelevant_number,80000000,DeepInfra,29000000,clear,29000000,clear,parser_confirmed
